SystemTime, ADC 1 (Vibration), ADC 2 (Battery), 
1658975151.8743827, 379, 354, 
1658975151.877263, 350, 355, 
1658975151.879355, 322, 355, 
1658975151.8814363, 295, 353, 
1658975151.8836257, 272, 355, 
1658975151.8860426, 251, 354, 
1658975151.8882344, 232, 355, 
1658975151.8904436, 217, 355, 
1658975151.8925467, 201, 355, 
1658975151.8946695, 186, 355, 
1658975151.9093435, 177, 355, 
1658975151.911746, 158, 354, 
1658975151.9140801, 144, 355, 
1658975151.916384, 134, 356, 
1658975151.9187338, 129, 356, 
1658975151.9209292, 122, 356, 
1658975151.9230413, 110, 356, 
1658975151.925218, 100, 355, 
1658975151.927684, 89, 356, 
1658975151.9298792, 84, 355, 
1658975151.937946, 83, 355, 
1658975151.940366, 73, 355, 
1658975151.9460256, 72, 356, 
1658975151.949646, 69, 356, 
1658975151.9518902, 61, 356, 
1658975151.9541435, 54, 356, 
1658975151.9562683, 50, 356, 
1658975151.9584148, 48, 355, 
1658975151.9605372, 46, 355, 
1658975151.9626632, 43, 355, 
1658975151.9705863, 39, 355, 
1658975151.9732633, 35, 355, 
1658975151.9756083, 33, 355, 
1658975151.9777548, 33, 355, 
1658975151.9798794, 32, 355, 
1658975151.9819918, 31, 355, 
1658975151.984155, 27, 355, 
1658975151.9862726, 23, 355, 
1658975151.9883926, 17, 355, 
1658975151.9905083, 17, 355, 
1658975151.9972432, 21, 355, 
1658975151.9996648, 17, 355, 
1658975152.0017989, 14, 355, 
1658975152.0039637, 12, 355, 
1658975152.006075, 12, 356, 
1658975152.0081813, 13, 355, 
1658975152.010293, 12, 355, 
1658975152.0124006, 12, 355, 
1658975152.014516, 11, 355, 
1658975152.0166194, 10, 356, 
1658975152.025449, 8, 356, 
1658975152.0276957, 9, 355, 
1658975152.0298388, 8, 356, 
1658975152.0319607, 5, 356, 
1658975152.034139, 2, 355, 
1658975152.0362456, 2, 355, 
1658975152.0384073, 5, 356, 
1658975152.0405412, 3, 357, 
1658975152.042724, 3, 353, 
1658975152.0458553, 1, 356, 
1658975152.0548868, 3, 355, 
1658975152.0584278, 3, 355, 
1658975152.0608008, 3, 357, 
1658975152.0629857, 3, 357, 
1658975152.0651567, 3, 357, 
1658975152.0676448, 3, 356, 
1658975152.0706465, 3, 352, 
1658975152.0732272, 3, 351, 
1658975152.0792987, 0, 356, 
1658975152.082489, 2, 357, 
1658975152.089522, 5, 354, 
1658975152.0919209, 3, 356, 
1658975152.094217, 3, 355, 
1658975152.096563, 1, 358, 
1658975152.098773, 4, 355, 
1658975152.1011004, 5, 355, 
1658975152.1033034, 4, 356, 
1658975152.105484, 3, 355, 
1658975152.1079175, 1, 355, 
1658975152.1100624, 1, 355, 
1658975152.1243684, 5, 355, 
1658975152.1266177, 1, 355, 
1658975152.1287243, 0, 354, 
1658975152.1310964, 0, 355, 
1658975152.1333215, 3, 355, 
1658975152.1354697, 7, 355, 
1658975152.137577, 8, 355, 
1658975152.1396837, 2, 355, 
1658975152.1418, 0, 354, 
1658975152.1439772, 0, 355, 
1658975152.1509857, 6, 355, 
1658975152.1532345, 1, 355, 
1658975152.1556828, 0, 355, 
1658975152.1578698, 0, 355, 
1658975152.159991, 0, 355, 
1658975152.1621087, 4, 355, 
1658975152.1643002, 4, 356, 
1658975152.1664107, 0, 356, 
1658975152.16857, 0, 355, 
1658975152.1707065, 0, 355, 
1658975152.178218, 1, 354, 
1658975152.1807313, 0, 355, 
1658975152.1828845, 0, 355, 
1658975152.1852484, 0, 356, 
1658975152.1873684, 0, 355, 
1658975152.1896677, 0, 357, 
1658975152.1919513, 0, 356, 
1658975152.1940947, 0, 357, 
1658975152.196366, 0, 356, 
1658975152.198483, 0, 356, 
1658975152.2093368, 1, 356, 
1658975152.2115235, 0, 355, 
1658975152.2138355, 0, 356, 
1658975152.21604, 0, 356, 
1658975152.2183373, 0, 357, 
1658975152.2204561, 0, 357, 
1658975152.2225597, 0, 357, 
1658975152.2246711, 2, 357, 
1658975152.2267764, 1, 357, 
1658975152.2288737, 0, 357, 
1658975152.2358987, 0, 357, 
1658975152.2381175, 2, 356, 
1658975152.2404432, 3, 357, 
1658975152.242819, 0, 355, 
1658975152.2451649, 0, 357, 
1658975152.2504508, 0, 356, 
1658975152.253611, 3, 357, 
1658975152.2559505, 3, 357, 
1658975152.258072, 1, 357, 
1658975152.2602034, 0, 357, 
1658975152.2667289, 1, 357, 
1658975152.2689474, 3, 356, 
1658975152.2710822, 2, 356, 
1658975152.2732162, 0, 357, 
1658975152.275351, 0, 356, 
1658975152.2775893, 0, 357, 
1658975152.27992, 0, 355, 
1658975152.2820396, 1, 357, 
1658975152.2842162, 2, 357, 
1658975152.2863827, 0, 357, 
1658975152.2944763, 3, 357, 
