SystemTime, ADC 1 (Vibration), ADC 2 (Battery), 
1658975152.0206687, 647, 354, 
1658975152.0238867, 597, 356, 
1658975152.0262604, 552, 356, 
1658975152.0284407, 510, 356, 
1658975152.030626, 472, 354, 
1658975152.0330474, 436, 354, 
1658975152.0352108, 403, 354, 
1658975152.0375147, 373, 355, 
1658975152.0398095, 346, 356, 
1658975152.042038, 320, 356, 
1658975152.0534678, 301, 356, 
1658975152.0561295, 278, 356, 
1658975152.0583646, 257, 356, 
1658975152.06049, 238, 356, 
1658975152.0625827, 220, 356, 
1658975152.0646832, 203, 356, 
1658975152.066773, 187, 356, 
1658975152.068912, 173, 356, 
1658975152.0710173, 161, 356, 
1658975152.0731215, 149, 356, 
1658975152.0801563, 137, 356, 
1658975152.0825026, 126, 356, 
1658975152.0848188, 116, 356, 
1658975152.0908709, 107, 356, 
1658975152.094179, 98, 356, 
1658975152.0964897, 90, 356, 
1658975152.0985715, 83, 356, 
1658975152.100649, 77, 356, 
1658975152.102725, 72, 356, 
1658975152.1048062, 66, 356, 
1658975152.1117084, 60, 355, 
1658975152.1140263, 56, 356, 
1658975152.1161268, 51, 356, 
1658975152.1184368, 48, 356, 
1658975152.1205304, 44, 356, 
1658975152.1226017, 41, 356, 
1658975152.124671, 38, 356, 
1658975152.1267424, 36, 355, 
1658975152.128814, 34, 356, 
1658975152.1308892, 33, 356, 
1658975152.141165, 32, 355, 
1658975152.1438656, 31, 356, 
1658975152.1459541, 28, 356, 
1658975152.148023, 26, 356, 
1658975152.150099, 24, 356, 
1658975152.1521628, 22, 356, 
1658975152.154271, 20, 356, 
1658975152.1563377, 19, 356, 
1658975152.158401, 18, 356, 
1658975152.160486, 17, 356, 
1658975152.167395, 14, 356, 
1658975152.1695879, 13, 356, 
1658975152.1716747, 12, 356, 
1658975152.1738956, 11, 356, 
1658975152.1759295, 9, 356, 
1658975152.1780834, 12, 357, 
1658975152.180236, 7, 357, 
1658975152.182374, 7, 356, 
1658975152.1847038, 6, 356, 
1658975152.186941, 6, 356, 
1658975152.197333, 6, 358, 
1658975152.1995807, 6, 356, 
1658975152.201814, 6, 356, 
1658975152.204136, 3, 355, 
1658975152.206309, 4, 356, 
1658975152.2086499, 3, 356, 
1658975152.2108781, 2, 356, 
1658975152.2130594, 2, 356, 
1658975152.2154756, 1, 355, 
1658975152.2177758, 1, 357, 
1658975152.2247503, 1, 357, 
1658975152.2279234, 0, 357, 
1658975152.2302825, 0, 356, 
1658975152.2324758, 0, 356, 
1658975152.2345998, 0, 356, 
1658975152.236715, 0, 356, 
1658975152.2388248, 0, 356, 
1658975152.2409372, 0, 356, 
1658975152.2430475, 0, 356, 
1658975152.2451837, 0, 356, 
1658975152.2536988, 0, 356, 
1658975152.255879, 0, 356, 
1658975152.2579963, 0, 356, 
1658975152.2601311, 0, 356, 
1658975152.262244, 0, 356, 
1658975152.2643979, 0, 356, 
1658975152.26651, 0, 356, 
1658975152.2686133, 0, 356, 
1658975152.2707777, 0, 356, 
1658975152.2728937, 0, 355, 
1658975152.2826731, 0, 356, 
1658975152.2849271, 0, 356, 
1658975152.2870836, 0, 356, 
1658975152.2892544, 0, 356, 
1658975152.291363, 0, 356, 
1658975152.2935672, 0, 356, 
1658975152.2957006, 0, 356, 
1658975152.2980282, 0, 356, 
1658975152.300489, 0, 357, 
1658975152.302722, 0, 357, 
1658975152.3125892, 0, 355, 
1658975152.3149064, 1, 357, 
1658975152.317083, 0, 356, 
1658975152.3194103, 1, 356, 
1658975152.3218489, 1, 356, 
1658975152.3245008, 1, 355, 
1658975152.3278441, 2, 357, 
1658975152.3300383, 1, 357, 
1658975152.332657, 1, 356, 
1658975152.3353443, 0, 356, 
1658975152.3510985, 3, 356, 
1658975152.3541577, 3, 356, 
1658975152.3587778, 3, 357, 
1658975152.363917, 2, 357, 
1658975152.3666682, 2, 356, 
1658975152.369218, 2, 356, 
1658975152.3714345, 2, 356, 
1658975152.3737934, 2, 356, 
1658975152.3759272, 2, 357, 
1658975152.3780847, 2, 356, 
1658975152.384376, 0, 356, 
1658975152.3866751, 0, 356, 
1658975152.3889875, 0, 356, 
1658975152.3914182, 0, 356, 
1658975152.3937743, 0, 356, 
1658975152.398909, 0, 356, 
1658975152.4021387, 0, 353, 
1658975152.404536, 0, 356, 
1658975152.4067485, 0, 356, 
1658975152.4089034, 0, 356, 
1658975152.4179022, 0, 356, 
1658975152.420204, 0, 356, 
1658975152.4223733, 0, 356, 
1658975152.424531, 0, 356, 
1658975152.426854, 0, 356, 
1658975152.4293923, 0, 356, 
1658975152.431496, 0, 356, 
1658975152.4336472, 0, 356, 
1658975152.43578, 0, 356, 
1658975152.4378977, 0, 356, 
1658975152.446317, 0, 356, 
1658975152.4486053, 0, 356, 
1658975152.4509413, 0, 356, 
1658975152.453668, 0, 356, 
1658975152.4558518, 0, 356, 
1658975152.4580033, 0, 356, 
1658975152.4601638, 0, 356, 
1658975152.4623158, 0, 356, 
1658975152.4645517, 0, 356, 
1658975152.46672, 0, 356, 
1658975152.4736488, 0, 356, 
1658975152.4761605, 0, 356, 
1658975152.4784114, 0, 356, 
1658975152.4805496, 0, 356, 
1658975152.482616, 0, 356, 
1658975152.4846907, 0, 356, 
1658975152.4867513, 0, 355, 
1658975152.488883, 0, 356, 
1658975152.4909954, 0, 356, 
1658975152.493151, 0, 357, 
1658975152.4988744, 0, 356, 
1658975152.501595, 0, 357, 
1658975152.5037673, 0, 357, 
1658975152.5058753, 0, 357, 
1658975152.507982, 0, 357, 
1658975152.5100844, 0, 357, 
1658975152.512208, 0, 357, 
1658975152.5143373, 0, 358, 
1658975152.5164528, 0, 358, 
1658975152.5185614, 0, 358, 
1658975152.5255334, 0, 358, 
1658975152.5279505, 0, 358, 
1658975152.532691, 1, 358, 
1658975152.5357506, 1, 357, 
1658975152.5380998, 1, 358, 
1658975152.5402093, 1, 358, 
1658975152.5423577, 2, 358, 
1658975152.5444896, 1, 358, 
1658975152.5466287, 1, 358, 
1658975152.5487373, 0, 359, 
1658975152.5579362, 0, 357, 
1658975152.5603771, 0, 358, 
1658975152.562484, 0, 358, 
1658975152.5646014, 0, 358, 
1658975152.5667095, 0, 358, 
1658975152.5688276, 0, 358, 
1658975152.5709314, 0, 358, 
1658975152.5730433, 1, 358, 
1658975152.575174, 0, 358, 
1658975152.5773127, 0, 358, 
1658975152.584115, 0, 358, 
1658975152.5863523, 0, 358, 
1658975152.5884988, 0, 358, 
1658975152.5906394, 1, 358, 
1658975152.592758, 1, 357, 
1658975152.5948968, 3, 358, 
1658975152.5970378, 2, 358, 
1658975152.599177, 1, 358, 
1658975152.6013129, 1, 358, 
1658975152.6034682, 1, 358, 
1658975152.6101623, 1, 358, 
1658975152.6123805, 0, 358, 
1658975152.614526, 0, 358, 
1658975152.6166637, 0, 358, 
1658975152.6188014, 1, 358, 
1658975152.6209307, 3, 358, 
1658975152.6230688, 2, 358, 
1658975152.6252341, 2, 358, 
1658975152.6273732, 2, 358, 
1658975152.6297114, 2, 358, 
1658975152.6377296, 5, 358, 
1658975152.6401029, 4, 358, 
1658975152.6422243, 4, 358, 
1658975152.6443875, 4, 357, 
1658975152.646517, 4, 359, 
1658975152.6489038, 5, 358, 
1658975152.6511056, 3, 358, 
1658975152.653313, 3, 358, 
1658975152.655435, 3, 358, 
1658975152.6575499, 4, 358, 
1658975152.664592, 5, 358, 
1658975152.6668856, 5, 358, 
1658975152.66901, 4, 357, 
1658975152.671389, 4, 357, 
1658975152.6736195, 4, 358, 
1658975152.6758149, 5, 357, 
1658975152.6780727, 5, 358, 
1658975152.6803942, 5, 359, 
1658975152.6827128, 5, 358, 
1658975152.6850603, 6, 358, 
1658975152.6921878, 6, 358, 
1658975152.6951184, 6, 357, 
1658975152.6975753, 5, 357, 
1658975152.700044, 5, 358, 
1658975152.7059948, 5, 358, 
1658975152.70939, 5, 359, 
1658975152.7117472, 4, 358, 
1658975152.7141244, 4, 358, 
1658975152.7164826, 3, 359, 
1658975152.718827, 3, 359, 
1658975152.7282076, 2, 358, 
1658975152.7306547, 1, 357, 
1658975152.733536, 1, 359, 
1658975152.7359412, 2, 358, 
1658975152.7382982, 2, 358, 
1658975152.740657, 2, 359, 
1658975152.7429981, 1, 358, 
1658975152.745355, 2, 358, 
1658975152.7477124, 2, 358, 
1658975152.750069, 3, 359, 
1658975152.757197, 2, 358, 
1658975152.759916, 1, 358, 
1658975152.7622538, 2, 358, 
1658975152.7646337, 2, 358, 
1658975152.7669904, 3, 358, 
1658975152.769346, 2, 359, 
1658975152.7716744, 2, 359, 
1658975152.7740645, 2, 358, 
1658975152.776458, 2, 358, 
1658975152.7788134, 1, 359, 
1658975152.7868721, 1, 358, 
1658975152.789332, 1, 358, 
1658975152.7916825, 1, 358, 
1658975152.7941165, 2, 358, 
1658975152.7964728, 2, 358, 
1658975152.7988253, 1, 359, 
1658975152.8011558, 0, 358, 
1658975152.8037376, 1, 359, 
1658975152.8062909, 1, 359, 
1658975152.8087301, 1, 358, 
1658975152.8156843, 1, 358, 
1658975152.8181536, 1, 358, 
1658975152.8205185, 3, 358, 
1658975152.8228736, 2, 359, 
1658975152.825221, 1, 358, 
1658975152.8277574, 0, 359, 
1658975152.8302984, 0, 358, 
1658975152.832766, 0, 359, 
1658975152.8386703, 0, 359, 
1658975152.841827, 0, 357, 
1658975152.8491476, 0, 358, 
1658975152.8515937, 0, 358, 
1658975152.8539958, 0, 358, 
1658975152.8563373, 0, 358, 
1658975152.8586926, 0, 359, 
1658975152.8610356, 0, 358, 
1658975152.8633754, 0, 358, 
1658975152.8660932, 0, 359, 
1658975152.8687072, 0, 359, 
1658975152.8710542, 0, 358, 
1658975152.88103, 0, 358, 
1658975152.883531, 0, 359, 
1658975152.8858836, 0, 358, 
1658975152.8882382, 0, 359, 
1658975152.8910763, 0, 359, 
1658975152.8935492, 0, 358, 
1658975152.8959055, 0, 358, 
1658975152.8982878, 0, 358, 
1658975152.900646, 0, 358, 
1658975152.9029872, 0, 358, 
1658975152.9100168, 0, 358, 
1658975152.9126637, 0, 359, 
1658975152.9152834, 0, 358, 
1658975152.917652, 0, 358, 
1658975152.920006, 0, 358, 
1658975152.9223607, 0, 358, 
1658975152.9246604, 0, 358, 
1658975152.9270487, 0, 358, 
1658975152.9293678, 0, 358, 
1658975152.9316947, 0, 358, 
1658975152.939124, 0, 358, 
1658975152.9417298, 0, 359, 
1658975152.944527, 0, 358, 
1658975152.94685, 0, 357, 
1658975152.9492593, 1, 357, 
1658975152.951661, 1, 358, 
1658975152.954401, 1, 358, 
1658975152.95686, 0, 359, 
1658975152.9593518, 2, 358, 
1658975152.9617827, 2, 358, 
1658975152.969289, 2, 358, 
1658975152.9717913, 3, 358, 
1658975152.9743047, 4, 357, 
1658975152.9769514, 4, 358, 
1658975152.9799078, 6, 358, 
1658975152.9822392, 4, 358, 
1658975152.9846044, 5, 358, 
1658975152.986974, 5, 358, 
1658975152.9893222, 5, 358, 
1658975152.991673, 5, 359, 
1658975152.9987254, 4, 358, 
1658975153.0016081, 4, 358, 
1658975153.0043218, 4, 357, 
1658975153.0068564, 4, 359, 
1658975153.012842, 2, 358, 
1658975153.0161676, 5, 358, 
1658975153.0186207, 4, 358, 
1658975153.0210087, 2, 358, 
1658975153.0244725, 0, 359, 
1658975153.0268772, 1, 358, 
1658975153.0361679, 0, 358, 
1658975153.0386426, 0, 359, 
1658975153.0415137, 0, 359, 
1658975153.0439048, 0, 358, 
1658975153.0462844, 0, 358, 
1658975153.0486693, 0, 359, 
1658975153.0510528, 0, 358, 
1658975153.0535035, 0, 358, 
1658975153.055862, 0, 358, 
1658975153.0582626, 0, 358, 
1658975153.0658412, 0, 358, 
1658975153.068298, 0, 358, 
1658975153.0706573, 0, 358, 
1658975153.0729885, 0, 358, 
1658975153.0753446, 0, 357, 
1658975153.0777, 0, 358, 
1658975153.0800865, 0, 358, 
1658975153.0824294, 0, 358, 
1658975153.084784, 0, 359, 
1658975153.0873046, 0, 359, 
1658975153.0946932, 0, 358, 
1658975153.0971656, 0, 358, 
1658975153.099539, 0, 358, 
1658975153.1018636, 1, 358, 
1658975153.1042316, 2, 358, 
1658975153.106592, 4, 358, 
1658975153.1089394, 5, 358, 
1658975153.1114378, 7, 358, 
1658975153.1142786, 9, 359, 
1658975153.1166325, 10, 358, 
1658975153.1236866, 12, 358, 
1658975153.1262946, 13, 357, 
1658975153.1286867, 11, 357, 
1658975153.1310027, 11, 357, 
1658975153.1335278, 10, 358, 
1658975153.1363287, 10, 357, 
1658975153.1389947, 9, 357, 
1658975153.1415882, 8, 358, 
1658975153.1474824, 6, 359, 
1658975153.150821, 5, 359, 
1658975153.1601377, 0, 358, 
1658975153.1626294, 0, 358, 
1658975153.1649976, 0, 358, 
1658975153.16735, 0, 358, 
1658975153.1697028, 0, 358, 
1658975153.172244, 0, 359, 
1658975153.1750567, 0, 359, 
1658975153.1774068, 1, 358, 
1658975153.1797605, 2, 358, 
1658975153.1821918, 3, 358, 
1658975153.1902776, 6, 358, 
1658975153.1928804, 6, 358, 
1658975153.1954038, 7, 359, 
1658975153.1985545, 8, 358, 
1658975153.2011166, 10, 358, 
1658975153.2036624, 11, 358, 
1658975153.20615, 12, 358, 
1658975153.2086604, 13, 359, 
1658975153.2112076, 14, 358, 
1658975153.2137833, 15, 359, 
1658975153.2216008, 16, 357, 
1658975153.2245514, 15, 358, 
1658975153.2270722, 15, 358, 
1658975153.229561, 14, 358, 
1658975153.232056, 13, 359, 
1658975153.2395606, 11, 359, 
1658975153.2420738, 9, 358, 
1658975153.2446523, 7, 359, 
1658975153.247165, 6, 359, 
1658975153.2498593, 4, 357, 
1658975153.257143, 0, 358, 
1658975153.2603376, 0, 358, 
1658975153.2629082, 0, 358, 
1658975153.2653906, 0, 358, 
1658975153.2678707, 0, 358, 
