SystemTime, ADC 1 (Vibration), ADC 2 (Battery), 
1658533179.3929112, 693, 317, 
1658533179.3970585, 640, 319, 
1658533179.4003842, 591, 319, 
1658533179.4034815, 546, 319, 
1658533179.407214, 504, 317, 
1658533179.410433, 466, 319, 
1658533179.4134746, 431, 319, 
1658533179.4166179, 399, 319, 
1658533179.419966, 370, 319, 
1658533179.4230616, 341, 319, 
1658533179.437844, 318, 319, 
1658533179.4408524, 295, 319, 
1658533179.4435709, 273, 319, 
1658533179.446284, 252, 319, 
1658533179.4490404, 233, 319, 
1658533179.4517546, 216, 319, 
1658533179.454678, 200, 319, 
1658533179.4575906, 185, 319, 
1658533179.4603803, 171, 318, 
1658533179.466859, 160, 319, 
1658533179.476575, 149, 318, 
1658533179.4795084, 139, 319, 
1658533179.482234, 128, 319, 
1658533179.4849417, 119, 319, 
1658533179.487649, 110, 319, 
1658533179.4903593, 102, 319, 
1658533179.4930897, 93, 320, 
1658533179.4962673, 88, 319, 
1658533179.4989877, 83, 319, 
1658533179.501701, 76, 319, 
1658533179.5094168, 71, 319, 
1658533179.5122705, 66, 319, 
1658533179.5149848, 61, 319, 
1658533179.5178986, 57, 319, 
1658533179.5211272, 55, 319, 
1658533179.5238438, 49, 320, 
1658533179.5265648, 45, 319, 
1658533179.5293193, 43, 319, 
1658533179.5320296, 41, 319, 
1658533179.534738, 38, 320, 
1658533179.5425608, 35, 319, 
1658533179.5455058, 33, 319, 
1658533179.5480473, 31, 319, 
1658533179.5505831, 28, 319, 
1658533179.5531125, 26, 319, 
1658533179.5556436, 24, 319, 
1658533179.558172, 24, 319, 
1658533179.5607224, 22, 319, 
1658533179.563253, 21, 319, 
1658533179.5658813, 19, 319, 
1658533179.581141, 19, 319, 
1658533179.5838065, 18, 319, 
1658533179.5863492, 16, 319, 
1658533179.5890362, 16, 319, 
1658533179.5917468, 15, 319, 
1658533179.5943978, 14, 318, 
1658533179.6001925, 14, 319, 
1658533179.60442, 12, 319, 
1658533179.6070223, 13, 319, 
1658533179.6095953, 11, 319, 
1658533179.617033, 11, 319, 
1658533179.6197374, 10, 320, 
1658533179.6222966, 9, 319, 
1658533179.6248329, 9, 319, 
1658533179.6278374, 8, 319, 
1658533179.6304004, 8, 319, 
1658533179.6329293, 7, 319, 
1658533179.6354573, 7, 319, 
1658533179.6379826, 8, 319, 
1658533179.6405542, 6, 319, 
1658533179.6480384, 7, 319, 
1658533179.650829, 6, 319, 
1658533179.6539838, 6, 319, 
1658533179.6565218, 6, 319, 
1658533179.659094, 5, 319, 
1658533179.6616218, 6, 319, 
1658533179.6641471, 5, 319, 
1658533179.6666763, 5, 319, 
1658533179.6692412, 4, 319, 
1658533179.671769, 4, 319, 
1658533179.679802, 5, 319, 
1658533179.6824644, 4, 319, 
1658533179.6849952, 4, 319, 
1658533179.6875234, 4, 319, 
1658533179.690084, 3, 319, 
1658533179.692613, 4, 317, 
1658533179.6951382, 5, 319, 
1658533179.697911, 3, 319, 
1658533179.7007794, 3, 318, 
1658533179.7033513, 4, 318, 
1658533179.711995, 3, 319, 
1658533179.7146983, 3, 319, 
1658533179.7172518, 3, 319, 
1658533179.720121, 4, 319, 
1658533179.7227218, 3, 319, 
1658533179.7252624, 3, 319, 
1658533179.7277899, 3, 319, 
1658533179.7305574, 3, 319, 
1658533179.73315, 3, 319, 
1658533179.7357757, 2, 317, 
1658533179.7431989, 3, 319, 
1658533179.745844, 3, 319, 
1658533179.7483804, 4, 319, 
1658533179.7509134, 2, 319, 
1658533179.753445, 2, 319, 
1658533179.7559748, 4, 319, 
1658533179.7585056, 3, 319, 
1658533179.761041, 3, 319, 
1658533179.7638276, 2, 319, 
1658533179.7667425, 2, 319, 
1658533179.7748048, 2, 319, 
1658533179.7793617, 3, 319, 
1658533179.7822194, 3, 319, 
1658533179.7847507, 2, 320, 
1658533179.7872841, 2, 319, 
1658533179.7898762, 3, 320, 
1658533179.7924097, 2, 319, 
1658533179.7949386, 1, 319, 
1658533179.7974675, 2, 319, 
1658533179.8000321, 2, 319, 
1658533179.8079083, 3, 319, 
1658533179.810562, 2, 319, 
1658533179.8130956, 2, 319, 
1658533179.8156235, 2, 318, 
1658533179.8181458, 3, 319, 
1658533179.8206792, 2, 319, 
