SystemTime, TimeStamp, Latitude, Longitude, FixQuality, Satellites, Altitude, Knots, TrackAngle, HDilution, HGeoID, 
1657933398.366898, 1:3:18, 40.246226666666665, -111.648985, 1, 5, 1441.4, 2.76, 277.85, 1.79, -16.4, 
1657933398.9015732, 1:3:18, 40.24621333333334, -111.64905833333333, 1, 6, 1445.7, 2.85, 277.96, 1.54, -16.4, 
1657933399.420584, 1:3:19, 40.24621166666667, -111.64906500000001, 1, 6, 1445.8, 2.9, 280.7, 1.54, -16.4, 
1657933399.9869177, 1:3:19, 40.24618666666667, -111.64908833333332, 1, 6, 1447.2, 2.57, 279.94, 1.54, -16.4, 
1657933400.510321, 1:3:20, 40.246215, -111.64905833333333, 1, 6, 1441.7, 2.56, 282.33, 1.54, -16.4, 
1657933401.0259314, 1:3:20, 40.246226666666665, -111.64907, 1, 6, 1436.4, 2.95, 275.97, 1.54, -16.4, 
1657933401.5963128, 1:3:21, 40.246226666666665, -111.64909333333331, 1, 6, 1440.3, 2.86, 271.38, 1.54, -16.4, 
1657933402.1279545, 1:3:21, 40.24622166666666, -111.64910499999999, 1, 6, 1441.8, 3.29, 272.31, 1.54, -16.4, 
1657933402.6861343, 1:3:22, 40.24619499999999, -111.649125, 1, 6, 1443.8, 3.35, 273.4, 1.54, -16.4, 
1657933403.2062578, 1:3:22, 40.246203333333334, -111.64913166666665, 1, 6, 1440.7, 2.82, 270.09, 1.54, -16.4, 
1657933403.7863898, 1:3:23, 40.24619, -111.64916666666667, 1, 6, 1447.9, 2.69, 282.39, 1.54, -16.4, 
1657933404.307312, 1:3:24, 40.246206666666666, -111.64918333333331, 1, 6, 1447.3, 2.65, 281.22, 1.54, -16.4, 
1657933404.8951974, 1:3:24, 40.24623333333333, -111.64916, 1, 6, 1442.7, 2.34, 313.85, 1.54, -16.4, 
1657933405.4128325, 1:3:25, 40.246251666666666, -111.64918666666667, 1, 6, 1445.3, 2.01, 327.02, 1.54, -16.4, 
1657933405.930741, 1:3:25, 40.24623999999999, -111.64917666666666, 1, 6, 1441.8, 2.04, 349.25, 3.11, -16.4, 
1657933406.492047, 1:3:26, 40.246269999999996, -111.64912333333332, 1, 6, 1435.5, 1.39, 355.73, 3.11, -16.4, 
1657933407.0104098, 1:3:26, 40.24619666666667, -111.64917500000001, 1, 6, 1446.5, 0.38, 355.73, 1.54, -16.4, 
1657933407.5955622, 1:3:27, 40.24623666666666, -111.64912833333334, 1, 6, 1440.6, 1.44, 207.07, 1.54, -16.4, 
1657933408.116777, 1:3:27, 40.24624166666667, -111.64917333333332, 1, 6, 1431.1, 1.37, 190.98, 1.54, -16.4, 
1657933408.696217, 1:3:28, 40.24626166666667, -111.64909166666666, 1, 6, 1429.1, 2.66, 160.57, 1.54, -16.4, 
1657933409.284856, 1:3:29, 40.24623166666667, -111.64905166666668, 1, 6, 1440.9, 3.14, 143.19, 1.54, -16.4, 
1657933409.8036962, 1:3:29, 40.24622166666666, -111.64902166666667, 1, 6, 1437.7, 3.29, 125.5, 1.54, -16.4, 
1657933410.3879375, 1:3:30, 40.24622333333333, -111.64901333333334, 1, 6, 1436.9, 2.76, 105.57, 1.54, -16.4, 
1657933410.9184341, 1:3:30, 40.24622166666666, -111.64901, 1, 7, 1437.2, 3.07, 99.74, 1.26, -16.4, 
1657933411.4390426, 1:3:31, 40.24622, -111.64900333333331, 1, 7, 1437.3, 3.23, 95.0, 1.26, -16.4, 
1657933412.0166836, 1:3:31, 40.24621833333333, -111.64899833333332, 1, 7, 1437.4, 3.47, 90.19, 1.26, -16.4, 
1657933412.539571, 1:3:32, 40.24621666666667, -111.64899333333332, 1, 7, 1437.5, 3.46, 91.38, 1.26, -16.4, 
1657933413.1177232, 1:3:32, 40.24621666666667, -111.64898666666667, 1, 7, 1437.8, 3.21, 88.97, 1.26, -16.4, 
1657933413.6360025, 1:3:33, 40.246215, -111.64898166666666, 1, 7, 1438.1, 3.38, 87.38, 1.26, -16.4, 
1657933414.1525488, 1:3:33, 40.246215, -111.64897333333332, 1, 7, 1438.3, 3.33, 84.09, 1.26, -16.4, 
1657933414.7145894, 1:3:34, 40.246215, -111.64896500000002, 1, 7, 1438.3, 3.37, 83.39, 1.26, -16.4, 
1657933415.2328699, 1:3:34, 40.246215, -111.64895666666668, 1, 7, 1438.4, 3.17, 82.77, 1.26, -16.4, 
1657933415.810668, 1:3:35, 40.246215, -111.64894000000001, 1, 7, 1438.4, 3.13, 83.94, 1.26, -16.4, 
1657933416.3280745, 1:3:36, 40.246215, -111.64893166666667, 1, 7, 1438.3, 3.12, 86.37, 1.26, -16.4, 
1657933416.9165514, 1:3:36, 40.246215, -111.64892333333334, 1, 7, 1438.2, 3.08, 81.28, 1.26, -16.4, 
