SystemTime, Temp, Hum, Pres, AccelX, AccelY, AccelZ, GyroX, GyroY, GyroZ, MPRPressure, RTC, 
1654657771.67179, 22.6615234375, 27.80857241076452, 858.2862010072184, 0.41, -0.18, 10.08, 0.01, 0.01, -0.00, 859.229674448531, 3:9:28, 
1654657771.738244, 22.6564453125, 27.875295462925166, 858.3555280744033, 0.41, -0.18, 10.08, 0.02, 0.02, -0.00, 859.1207701588323, 3:9:28, 
1654657771.8042266, 22.6615234375, 27.736538915522733, 858.3281745397361, 0.39, -0.28, 10.05, 0.01, 0.01, 0.00, 859.0290748017039, 3:9:28, 
1654657771.870454, 22.6564453125, 27.94201722074775, 858.3482176090864, 0.39, -0.28, 10.05, 0.02, 0.01, 0.01, 859.1465835576877, 3:9:28, 
1654657771.9366953, 22.6666015625, 27.919900317063625, 858.2388044688242, 0.39, -0.28, 10.05, 0.02, 0.00, 0.00, 859.1456845835983, 3:9:28, 
1654657772.003125, 22.6564453125, 27.775335594281138, 858.300821023659, 0.39, -0.28, 10.05, 0.01, 0.01, 0.00, 859.162122966949, 3:9:28, 
1654657772.0693543, 22.6666015625, 27.875419511054034, 858.3555280744033, 0.39, -0.28, 10.05, 0.02, 0.02, -0.00, 859.2336556194988, 3:9:28, 
1654657772.1355546, 22.6564453125, 28.058777182436298, 858.2935110017756, 0.39, -0.28, 10.05, 0.02, 0.02, 0.01, 859.1761212777711, 3:9:28, 
1654657772.2019324, 22.6666015625, 27.936457123699057, 858.300821023659, 0.39, -0.28, 10.05, 0.03, 0.01, 0.02, 859.1540322001435, 3:9:29, 
1654657772.2682145, 22.6666015625, 27.958943632831506, 858.300821023659, 0.39, -0.28, 10.05, 0.02, 0.01, 0.00, 859.1063865734004, 3:9:29, 
1654657772.3409944, 22.6666015625, 27.88653976648595, 858.3555280744033, 0.39, -0.28, 10.05, 0.02, 0.01, 0.01, 859.108826645929, 3:9:29, 
1654657772.4071765, 22.6666015625, 28.00317769504508, 858.300821023659, 0.39, -0.28, 10.05, 0.03, 0.01, 0.00, 859.1191006355232, 3:9:29, 
1654657772.4735613, 22.6615234375, 28.030977551096424, 858.3281745397361, 0.39, -0.28, 10.05, 0.02, 0.01, 0.00, 859.103432801392, 3:9:29, 
1654657772.5401232, 22.6666015625, 27.730727214010926, 858.2935110017756, 0.39, -0.28, 10.05, 0.01, 0.01, 0.01, 859.0674738378123, 3:9:29, 
1654657772.606363, 22.6564453125, 27.875295462925166, 858.2661577260051, 0.39, -0.28, 10.05, 0.02, 0.02, 0.00, 859.192431236252, 3:9:29, 
1654657772.6738062, 22.6666015625, 27.78077075702142, 858.280777353663, 0.39, -0.28, 10.05, 0.02, 0.01, 0.00, 859.1486383556065, 3:9:29, 
1654657772.7406504, 22.6564453125, 27.853054589353626, 858.3555280744033, 0.39, -0.28, 10.05, 0.02, 0.01, 0.00, 859.1599397441602, 3:9:29, 
1654657772.8070083, 22.6564453125, 27.819693009342547, 858.2534236530497, 0.39, -0.17, 10.02, 0.01, 0.03, 0.01, 859.1386212157522, 3:9:29, 
1654657772.8735065, 22.6564453125, 27.997372373581435, 858.308131072867, 0.39, -0.17, 10.02, 0.02, 0.01, -0.00, 859.1848541689262, 3:9:29, 
1654657772.9398649, 22.6564453125, 27.975377614282266, 858.4102351995082, 0.39, -0.17, 10.02, 0.02, 0.01, 0.00, 859.0031329779785, 3:9:29, 
1654657773.0134387, 22.6615234375, 28.01442011983015, 858.246114047275, 0.39, -0.17, 10.02, 0.02, 0.01, 0.00, 859.1238523557106, 3:9:29, 
1654657773.0796666, 22.6666015625, 27.969817571164327, 858.2534236530497, 0.39, -0.17, 10.02, 0.02, 0.00, 0.00, 859.1580133711113, 3:9:29, 
1654657773.1457193, 22.6666015625, 27.964380547824998, 858.3135540798626, 0.39, -0.17, 10.02, 0.02, 0.01, -0.01, 859.121283858312, 3:9:29, 
1654657773.2121081, 22.6666015625, 27.94745407883169, 858.2935110017756, 0.39, -0.17, 10.02, 0.02, 0.01, 0.01, 859.1812582725682, 3:9:30, 
1654657773.2784011, 22.6666015625, 27.8642992196691, 858.3555280744033, 0.39, -0.17, 10.02, 0.02, 0.01, 0.01, 859.0818574232442, 3:9:30, 
1654657773.3444862, 22.651171875, 28.036537495341314, 858.3154411493974, 0.39, -0.17, 10.02, 0.02, 0.01, 0.01, 859.064391640934, 3:9:30, 
1654657773.4107323, 22.6666015625, 27.83081357196674, 858.246114047275, 0.39, -0.17, 10.02, 0.02, 0.01, 0.00, 859.0421741384365, 3:9:30, 
1654657773.4771113, 22.6666015625, 27.758529272234675, 858.300821023659, 0.39, -0.17, 10.02, 0.02, 0.01, 0.00, 859.0968831330257, 3:9:30, 
1654657773.5436945, 22.6666015625, 27.819693009342547, 858.3755709406265, 0.39, -0.17, 10.02, 0.02, 0.01, 0.00, 859.1812582725682, 3:9:30, 
1654657773.609852, 22.6716796875, 27.78620602812023, 858.246114047275, 0.39, -0.17, 10.02, 0.02, 0.01, 0.00, 859.0831416719434, 3:9:30, 
1654657773.684569, 22.6666015625, 27.9866204474876, 858.300821023659, 0.39, -0.17, 10.02, 0.02, 0.01, 0.00, 859.0665748637227, 3:9:30, 
1654657773.7512465, 22.6564453125, 28.064337081738895, 858.3281745397361, 0.39, -0.17, 10.02, 0.02, 0.01, 0.00, 859.1771486767306, 3:9:30, 
1654657773.817459, 22.6666015625, 27.8642992196691, 858.2187605869684, 0.36, -0.21, 10.04, 0.02, 0.01, 0.00, 859.1386212157522, 3:9:30, 
1654657773.8835077, 22.6666015625, 27.930897017661906, 858.3828816276608, 0.36, -0.21, 10.04, 0.01, 0.01, -0.00, 859.1562154229324, 3:9:30, 
1654657773.9498012, 22.6615234375, 27.82537791669185, 858.3628385670459, 0.36, -0.21, 10.04, 0.01, 0.01, -0.00, 859.0950851848468, 3:9:30, 
1654657774.0160463, 22.6666015625, 27.95326054406417, 858.4102351995082, 0.36, -0.21, 10.04, 0.02, 0.01, 0.00, 859.094443060497, 3:9:30, 
1654657774.0822995, 22.6666015625, 27.997617696869433, 858.246114047275, 0.36, -0.21, 10.04, 0.02, 0.01, 0.00, 859.0876365423909, 3:9:30, 
1654657774.1482568, 22.6666015625, 27.8476187151798, 858.308131072867, 0.36, -0.21, 10.04, 0.02, 0.01, 0.01, 859.169186334795, 3:9:30, 
1654657774.21447, 22.6666015625, 27.814132714547764, 858.3354848106611, 0.36, -0.21, 10.04, 0.02, 0.01, -0.00, 859.122953381621, 3:9:31, 
1654657774.2807257, 22.6666015625, 27.958820550438713, 858.308131072867, 0.36, -0.21, 10.04, 0.02, 0.01, 0.01, 859.1201280344826, 3:9:31, 
1654657774.3534803, 22.6564453125, 27.964380547824998, 858.3208642961362, 0.36, -0.21, 10.04, 0.02, 0.01, 0.00, 858.7442284402041, 3:9:31, 
1654657774.419863, 22.6615234375, 28.070140598657023, 858.2935110017756, 0.36, -0.21, 10.04, 0.02, 0.01, -0.00, 853.5213174051122, 3:9:31, 
1654657774.4860284, 22.6615234375, 28.014175198949193, 858.3208642961362, 0.36, -0.21, 10.04, 0.02, 0.01, 0.01, 854.5327916806632, 3:9:31, 
1654657774.552233, 22.6615234375, 27.930897017661906, 858.300821023659, 0.36, -0.21, 10.04, 0.02, 0.01, -0.00, 858.9549736517555, 3:9:31, 
1654657774.618665, 22.6767578125, 27.769650032604964, 858.308131072867, 0.36, -0.21, 10.04, 0.01, 0.01, 0.01, 859.0968831330257, 3:9:31, 
1654657774.685215, 22.6615234375, 27.719732159940715, 858.3555280744033, 0.36, -0.21, 10.04, 0.01, 0.01, 0.00, 859.0334412472814, 3:9:31, 
1654657774.7514913, 22.6564453125, 28.075456853378718, 858.246114047275, 0.38, -0.31, 10.00, 0.02, 0.01, 0.00, 859.0777478274065, 3:9:31, 
1654657774.8178055, 22.6666015625, 28.064707384429337, 858.3482176090864, 0.38, -0.31, 10.00, 0.03, 0.01, 0.00, 859.1422171121102, 3:9:31, 
1654657774.8870313, 22.6564453125, 27.931143829622123, 858.308131072867, 0.38, -0.31, 10.00, 0.02, 0.02, 0.00, 859.0940577858873, 3:9:31, 
1654657774.9529426, 22.6615234375, 27.997740343389378, 858.3555280744033, 0.38, -0.31, 10.00, 0.02, 0.01, 0.01, 859.0722255579996, 3:9:31, 
1654657775.0263798, 22.6564453125, 27.84774307178674, 858.3482176090864, 0.38, -0.31, 10.00, 0.01, 0.00, -0.00, 859.080316324805, 3:9:31, 
1654657775.0926487, 22.6564453125, 27.986743211339693, 858.3208642961362, 0.38, -0.31, 10.00, 0.02, 0.01, -0.00, 859.1156331640352, 3:9:31, 
1654657775.1589155, 22.6615234375, 27.970063491198925, 858.300821023659, 0.38, -0.31, 10.00, 0.02, 0.00, 0.00, 859.1057444490507, 3:9:31, 
1654657775.2251704, 22.6666015625, 28.075456853378718, 858.3555280744033, 0.38, -0.31, 10.00, 0.02, 0.02, 0.00, 859.0991947806845, 3:9:32, 
1654657775.2912953, 22.6615234375, 27.75309432840401, 858.3555280744033, 0.38, -0.31, 10.00, 0.02, 0.01, 0.00, 859.105359174441, 3:9:32, 
1654657775.3573072, 22.6564453125, 27.958820550438713, 858.246114047275, 0.38, -0.31, 10.00, 0.02, 0.01, -0.00, 859.1134499412464, 3:9:32, 
1654657775.466387, 22.6666015625, 27.853054589353626, 858.2260699710266, 0.38, -0.31, 10.00, 0.02, 0.01, 0.00, 859.2517635261586, 3:9:32, 
1654657775.5327, 22.6666015625, 27.980937648411746, 858.246114047275, 0.38, -0.31, 10.00, 0.02, 0.01, 0.01, 859.1610955679896, 3:9:32, 
1654657775.5989878, 22.6666015625, 27.94201722074775, 858.3901923420209, 0.38, -0.31, 10.00, 0.02, 0.01, 0.00, 859.2168319615382, 3:9:32, 
1654657775.6652837, 22.6615234375, 27.819568314002492, 858.2880872084766, 0.38, -0.31, 10.00, 0.03, 0.01, 0.00, 859.1435013608094, 3:9:32, 
1654657775.7439196, 22.6564453125, 27.758529272234675, 858.300821023659, 0.38, -0.21, 10.06, 0.02, 0.02, 0.01, 859.1321999722558, 3:9:32, 
1654657775.8102794, 22.6615234375, 27.958943632831506, 858.3828816276608, 0.38, -0.21, 10.06, 0.01, 0.02, -0.00, 859.069657060601, 3:9:32, 
1654657775.8766396, 22.6666015625, 27.947577308807983, 858.3828816276608, 0.38, -0.21, 10.06, 0.02, 0.01, 0.00, 859.0366518690296, 3:9:32, 
1654657775.9428911, 22.6666015625, 27.80857241076452, 858.300821023659, 0.38, -0.21, 10.06, 0.02, 0.01, 0.00, 859.1508215783954, 3:9:32, 
1654657776.009194, 22.6666015625, 28.047901493109464, 858.3555280744033, 0.38, -0.21, 10.06, 0.02, 0.01, 0.00, 859.048595381933, 3:9:32, 
1654657776.0806549, 22.6615234375, 27.71948048557997, 858.3354848106611, 0.38, -0.21, 10.06, 0.02, 0.02, 0.01, 859.1576280965015, 3:9:32, 
1654657776.1496582, 22.6716796875, 27.953014221612467, 858.3701490870118, 0.38, -0.21, 10.06, 0.03, 0.01, 0.00, 859.1912754124226, 3:9:32, 
1654657776.2156625, 22.6716796875, 27.930897017661906, 858.3701490870118, 0.38, -0.21, 10.06, 0.02, 0.01, 0.00, 859.1085697961892, 3:9:33, 
1654657776.2820206, 22.6716796875, 28.069775143627393, 858.3555280744033, 0.38, -0.21, 10.06, 0.01, 0.01, 0.00, 859.1810014228283, 3:9:33, 
1654657776.3482265, 22.6716796875, 28.041975283646597, 858.308131072867, 0.38, -0.21, 10.06, 0.03, 0.02, -0.00, 859.121283858312, 3:9:33, 
1654657776.4213543, 22.6716796875, 27.94745407883169, 858.308131072867, 0.38, -0.21, 10.06, 0.02, 0.01, 0.01, 859.1107530189779, 3:9:33, 
1654657776.4876359, 22.6716796875, 28.00317769504508, 858.246114047275, 0.38, -0.21, 10.06, 0.02, 0.02, -0.00, 859.0783899517561, 3:9:33, 
1654657776.5537841, 22.6716796875, 27.830689004053934, 858.4102351995082, 0.38, -0.21, 10.06, 0.02, 0.01, 0.01, 859.1025338273025, 3:9:33, 
1654657776.6839764, 22.6666015625, 27.953137387879757, 858.3427951089092, 0.38, -0.21, 10.06, 0.02, 0.01, -0.00, 859.1259071536294, 3:9:33, 
1654657776.7506235, 22.6666015625, 27.814132714547764, 858.260733286146, 0.46, -0.23, 10.11, 0.01, 0.01, 0.00, 859.0315148742325, 3:9:33, 
1654657776.8170516, 22.6666015625, 27.96413448020803, 858.308131072867, 0.46, -0.23, 10.11, 0.03, 0.01, -0.00, 859.0968831330257, 3:9:33, 
1654657776.8835475, 22.6615234375, 27.953137387879757, 858.280777353663, 0.46, -0.23, 10.11, 0.02, 0.01, 0.00, 859.1501794540457, 3:9:33, 
1654657776.9497461, 22.6716796875, 27.730727214010926, 858.3281745397361, 0.46, -0.23, 10.11, 0.02, 0.02, 0.00, 859.1206417339623, 3:9:33, 
1654657777.0160625, 22.6666015625, 27.94745407883169, 858.3154411493974, 0.46, -0.23, 10.11, 0.02, 0.01, 0.00, 859.190633288073, 3:9:33, 
1654657777.0835185, 22.6615234375, 27.925213417821936, 858.308131072867, 0.46, -0.23, 10.11, 0.02, 0.01, 0.00, 859.0871228429112, 3:9:33, 
1654657777.158835, 22.6564453125, 27.958697457963073, 858.3555280744033, 0.46, -0.23, 10.11, 0.02, 0.01, 0.01, 859.1748370290718, 3:9:33, 
1654657777.283373, 22.6666015625, 27.836373839796153, 858.246114047275, 0.46, -0.23, 10.11, 0.02, 0.02, 0.00, 859.0161038898411, 3:9:34, 
1654657777.3497217, 22.6716796875, 27.91977677862223, 858.3354848106611, 0.46, -0.23, 10.11, 0.03, 0.00, 0.01, 859.0728676823492, 3:9:34, 
1654657777.4160416, 22.6666015625, 27.93102042868349, 858.3555280744033, 0.46, -0.23, 10.11, 0.01, 0.01, 0.01, 859.055401900039, 3:9:34, 
1654657777.4824247, 22.6666015625, 27.864175044116312, 858.3154411493974, 0.46, -0.23, 10.11, 0.03, 0.01, 0.00, 859.2159329874487, 3:9:34, 
1654657777.5489693, 22.6716796875, 27.908780169490747, 858.280777353663, 0.46, -0.23, 10.11, 0.02, 0.01, 0.01, 859.1244944800601, 3:9:34, 
1654657777.6152291, 22.6615234375, 27.758529272234675, 858.3354848106611, 0.46, -0.23, 10.11, 0.02, 0.01, -0.00, 859.0687580865115, 3:9:34, 
1654657777.6813476, 22.6564453125, 27.880855658846905, 858.3628385670459, 0.46, -0.23, 10.11, 0.02, 0.01, 0.01, 859.1140920655961, 3:9:34, 
1654657777.7478778, 22.6666015625, 27.953137387879757, 858.3354848106611, 0.41, -0.22, 10.07, 0.02, 0.01, 0.00, 859.1044602003515, 3:9:34, 
1654657777.8141217, 22.6564453125, 27.79732682603564, 858.3208642961362, 0.41, -0.22, 10.07, 0.02, 0.01, -0.00, 859.1018917029529, 3:9:34, 
1654657777.8867307, 22.6615234375, 27.791891445484033, 858.3555280744033, 0.41, -0.22, 10.07, 0.02, 0.01, 0.01, 859.0884070916105, 3:9:34, 
1654657777.9530165, 22.6564453125, 27.830938129796216, 858.3281745397361, 0.41, -0.22, 10.07, 0.01, 0.01, -0.00, 859.1219259826615, 3:9:34, 
1654657778.0192873, 22.6666015625, 27.914093033385075, 858.308131072867, 0.41, -0.22, 10.07, 0.02, 0.02, 0.00, 859.1659757130469, 3:9:34, 
1654657778.0855706, 22.6666015625, 27.786331105746953, 858.3208642961362, 0.41, -0.22, 10.07, 0.01, 0.00, 0.00, 859.1845973191863, 3:9:34, 
1654657778.1515667, 22.6615234375, 27.708359435981965, 858.3281745397361, 0.41, -0.22, 10.07, 0.02, 0.01, 0.00, 859.105359174441, 3:9:34, 
1654657778.2178597, 22.6716796875, 27.914216645619703, 858.273467526172, 0.41, -0.22, 10.07, 0.03, 0.01, 0.00, 859.0957273091964, 3:9:35, 
1654657778.283839, 22.6716796875, 27.941770623293838, 858.3701490870118, 0.41, -0.22, 10.07, 0.02, 0.01, 0.00, 859.1472256820374, 3:9:35, 
1654657778.3502197, 22.6564453125, 27.841685207581058, 858.3354848106611, 0.41, -0.22, 10.07, 0.02, 0.01, 0.00, 859.0597683456166, 3:9:35, 
1654657778.416483, 22.6666015625, 27.94189392706225, 858.273467526172, 0.41, -0.22, 10.07, 0.02, 0.01, 0.00, 859.0918745630985, 3:9:35, 
1654657778.482507, 22.6666015625, 27.958697457963073, 858.3555280744033, 0.41, -0.22, 10.07, 0.01, 0.00, 0.00, 859.1685442104455, 3:9:35, 
1654657778.5555801, 22.6767578125, 27.69698612598983, 858.280777353663, 0.41, -0.22, 10.07, 0.02, 0.01, 0.01, 859.1482530809968, 3:9:35, 
1654657778.6219032, 22.6666015625, 27.930897017661906, 858.246114047275, 0.41, -0.22, 10.07, 0.01, 0.02, 0.01, 859.0925166874482, 3:9:35, 
1654657778.6883614, 22.6716796875, 27.936210398826297, 858.260733286146, 0.41, -0.22, 10.07, 0.02, 0.02, 0.00, 859.1932017854715, 3:9:35, 
1654657778.7552075, 22.6666015625, 27.925336902636296, 858.260733286146, 0.40, -0.26, 10.07, 0.01, 0.03, 0.00, 859.1762497026411, 3:9:35, 
1654657778.8213847, 22.6666015625, 27.98649767355277, 858.2333793824063, 0.40, -0.26, 10.07, 0.01, 0.01, 0.00, 859.0930303869279, 3:9:35, 
1654657778.8876505, 22.6666015625, 28.008737684232266, 858.308131072867, 0.40, -0.26, 10.07, 0.02, 0.02, 0.01, 859.1049738998312, 3:9:35, 
1654657778.9537373, 22.6666015625, 27.94201722074775, 858.3281745397361, 0.40, -0.26, 10.07, 0.01, 0.01, -0.00, 859.1379790914026, 3:9:35, 
1654657779.0201268, 22.6615234375, 27.891852156647385, 858.3701490870118, 0.40, -0.26, 10.07, 0.02, 0.01, 0.00, 859.1433729359396, 3:9:35, 
1654657779.086374, 22.6666015625, 27.808447587996394, 858.308131072867, 0.40, -0.26, 10.07, 0.02, 0.02, -0.01, 859.204631598895, 3:9:35, 
1654657779.1527064, 22.6716796875, 27.819568314002492, 858.3427951089092, 0.40, -0.26, 10.07, 0.02, 0.00, 0.00, 859.0845543455126, 3:9:35, 
1654657779.226394, 22.6666015625, 27.825004021812873, 858.3281745397361, 0.40, -0.26, 10.07, 0.02, 0.00, 0.01, 859.1938439098211, 3:9:36, 
1654657779.2926335, 22.6666015625, 27.91977677862223, 858.3154411493974, 0.40, -0.26, 10.07, 0.02, 0.01, 0.00, 859.1566006975421, 3:9:36, 
1654657779.3589358, 22.6716796875, 27.71948048557997, 858.3154411493974, 0.40, -0.26, 10.07, 0.02, 0.02, -0.01, 859.167516811486, 3:9:36, 
1654657779.4252386, 22.6716796875, 27.94745407883169, 858.3427951089092, 0.40, -0.26, 10.07, 0.02, 0.02, 0.00, 859.1233386562309, 3:9:36, 
1654657779.491369, 22.6818359375, 27.736161992562, 858.3154411493974, 0.40, -0.26, 10.07, 0.02, 0.01, 0.00, 859.1794603243892, 3:9:36, 
1654657779.557842, 22.6666015625, 27.864175044116312, 858.2953970906099, 0.40, -0.26, 10.07, 0.02, 0.01, 0.00, 859.1536469255338, 3:9:36, 
1654657779.624179, 22.6716796875, 27.819693009342547, 858.300821023659, 0.40, -0.26, 10.07, 0.02, 0.02, 0.00, 859.1351537442642, 3:9:36, 
1654657779.690456, 22.6666015625, 27.914093033385075, 858.300821023659, 0.39, -0.19, 10.03, 0.02, 0.01, 0.00, 859.1517205524848, 3:9:36, 
1654657779.7570724, 22.6666015625, 27.947577308807983, 858.308131072867, 0.39, -0.19, 10.03, 0.02, 0.01, 0.01, 859.1271914023287, 3:9:36, 
1654657779.8234787, 22.6716796875, 27.819443608579075, 858.3774596342995, 0.39, -0.19, 10.03, 0.02, 0.01, -0.00, 858.3165736233447, 3:9:36, 
1654657779.8997245, 22.6666015625, 27.703050954367647, 858.3281745397361, 0.39, -0.19, 10.03, 0.01, 0.02, 0.01, 859.0637495165844, 3:9:36, 
1654657779.9661565, 22.6666015625, 27.930897017661906, 858.308131072867, 0.39, -0.19, 10.03, 0.02, 0.01, 0.00, 859.1008643039935, 3:9:36, 
1654657780.0325148, 22.6666015625, 27.730727214010926, 858.2534236530497, 0.39, -0.19, 10.03, 0.01, 0.01, 0.00, 859.0650337652836, 3:9:36, 
1654657780.0987625, 22.6666015625, 27.8419340986371, 858.3482176090864, 0.39, -0.19, 10.03, 0.02, 0.01, 0.01, 859.0792889258456, 3:9:36, 
1654657780.16508, 22.6716796875, 28.058777182436298, 858.3227512532487, 0.39, -0.19, 10.03, 0.01, 0.02, 0.01, 856.3032569374872, 3:9:36, 
1654657780.23136, 22.6615234375, 27.94745407883169, 858.3555280744033, 0.39, -0.19, 10.03, 0.02, 0.01, 0.00, 858.2772756131468, 3:9:37, 
1654657780.2975492, 22.6716796875, 27.936457123699057, 858.2880872084766, 0.39, -0.19, 10.03, 0.02, 0.01, 0.01, 856.6675982934723, 3:9:37, 
1654657780.3640692, 22.6767578125, 28.00861515504372, 858.246114047275, 0.39, -0.19, 10.03, 0.02, 0.01, 0.01, 859.1580133711113, 3:9:37, 
1654657780.4329948, 22.6666015625, 27.980691942878288, 858.3354848106611, 0.39, -0.19, 10.03, 0.02, 0.02, -0.01, 859.2362241168973, 3:9:37, 
1654657780.4993668, 22.6666015625, 27.730475774352012, 858.3154411493974, 0.39, -0.19, 10.03, 0.01, 0.01, 0.00, 859.1631503659085, 3:9:37, 
1654657780.5721645, 22.6767578125, 27.980814800686396, 858.3427951089092, 0.39, -0.19, 10.03, 0.01, 0.01, -0.00, 859.1605818685099, 3:9:37, 
1654657780.6383708, 22.6716796875, 28.030977551096424, 858.246114047275, 0.39, -0.19, 10.03, 0.01, 0.01, -0.00, 859.1206417339623, 3:9:37, 
1654657780.70479, 22.6716796875, 27.864175044116312, 858.3281745397361, 0.43, -0.19, 10.06, 0.03, 0.01, 0.00, 859.0614378689256, 3:9:37, 
1654657780.7714305, 22.6666015625, 27.953137387879757, 858.3427951089092, 0.43, -0.19, 10.06, 0.02, 0.01, 0.01, 859.139006490362, 3:9:37, 
1654657780.8376715, 22.6716796875, 27.685990994307016, 858.3628385670459, 0.43, -0.19, 10.06, 0.02, 0.02, 0.00, 859.1951281585204, 3:9:37, 
1654657780.904278, 22.6767578125, 27.78608094041001, 858.3027070000621, 0.43, -0.19, 10.06, 0.02, 0.01, 0.00, 859.165590438437, 3:9:37, 
1654657780.9705987, 22.6716796875, 27.841685207581058, 858.3701490870118, 0.43, -0.19, 10.06, 0.02, 0.02, 0.00, 859.122953381621, 3:9:37, 
1654657781.0369277, 22.6818359375, 27.71948048557997, 858.3154411493974, 0.43, -0.19, 10.06, 0.02, 0.01, 0.00, 859.1219259826615, 3:9:37, 
1654657781.1032417, 22.6767578125, 27.730601499223322, 858.260733286146, 0.43, -0.19, 10.06, 0.02, 0.01, -0.00, 859.2182446351075, 3:9:37, 
1654657781.169462, 22.6666015625, 27.908409141655547, 858.260733286146, 0.43, -0.19, 10.06, 0.01, 0.01, 0.01, 859.2152908630991, 3:9:37, 
1654657781.243299, 22.6666015625, 27.864175044116312, 858.3555280744033, 0.43, -0.19, 10.06, 0.02, 0.01, 0.00, 859.1201280344826, 3:9:38, 
1654657781.3094733, 22.6666015625, 27.836373839796153, 858.3154411493974, 0.43, -0.19, 10.06, 0.01, 0.01, 0.01, 859.2255648526933, 3:9:38, 
1654657781.3769066, 22.6716796875, 27.803012097992816, 858.300821023659, 0.43, -0.19, 10.06, 0.02, 0.00, 0.00, 859.0488522316728, 3:9:38, 
1654657781.4434085, 22.6666015625, 27.752717948641646, 858.2534236530497, 0.43, -0.19, 10.06, 0.02, 0.01, 0.00, 859.0975252573753, 3:9:38, 
1654657781.5095823, 22.6767578125, 28.041853126612907, 858.2680429465622, 0.43, -0.19, 10.06, 0.02, 0.01, 0.01, 859.1919175367723, 3:9:38, 
1654657781.5759218, 22.6666015625, 27.975131781332827, 858.3701490870118, 0.43, -0.19, 10.06, 0.02, 0.01, 0.00, 859.0850680449923, 3:9:38, 
1654657781.6419551, 22.6666015625, 27.953137387879757, 858.3628385670459, 0.43, -0.19, 10.06, 0.02, 0.01, -0.00, 859.1296314748572, 3:9:38, 
1654657781.7081861, 22.6716796875, 27.953137387879757, 858.260733286146, 0.40, -0.24, 10.05, 0.03, 0.01, 0.00, 859.1188437857833, 3:9:38, 
1654657781.7743816, 22.6716796875, 27.808447587996394, 858.260733286146, 0.40, -0.24, 10.05, 0.03, 0.01, 0.01, 859.0162323147111, 3:9:38, 
1654657781.840366, 22.6716796875, 27.71935463327398, 858.3628385670459, 0.40, -0.24, 10.05, 0.03, 0.01, 0.00, 859.0884070916105, 3:9:38, 
1654657781.9127758, 22.6767578125, 27.925089922924606, 858.3701490870118, 0.40, -0.24, 10.05, 0.02, 0.01, 0.00, 859.1374653919229, 3:9:38, 
1654657781.97891, 22.6666015625, 27.864050858480322, 858.246114047275, 0.40, -0.24, 10.05, 0.02, 0.02, 0.01, 859.0957273091964, 3:9:38, 
1654657782.0448909, 22.6666015625, 27.79732682603564, 858.3847702089068, 0.40, -0.24, 10.05, 0.01, 0.01, 0.01, 859.0588693715271, 3:9:38, 
1654657782.1110723, 22.6716796875, 27.94189392706225, 858.2880872084766, 0.40, -0.24, 10.05, 0.01, 0.01, 0.00, 859.1309157235565, 3:9:38, 
1654657782.1773133, 22.6767578125, 28.03665969591563, 858.3701490870118, 0.40, -0.24, 10.05, 0.02, 0.01, 0.00, 859.105359174441, 3:9:38, 
1654657782.243221, 22.6716796875, 27.780520464254124, 858.3701490870118, 0.40, -0.24, 10.05, 0.02, 0.02, -0.00, 859.074922480268, 3:9:39, 
1654657782.3094597, 22.6716796875, 27.930897017661906, 858.3427951089092, 0.40, -0.24, 10.05, 0.02, 0.01, -0.00, 859.091104013879, 3:9:39, 
1654657782.375743, 22.6716796875, 27.79732682603564, 858.3154411493974, 0.40, -0.24, 10.05, 0.02, 0.01, 0.01, 859.0284326773542, 3:9:39, 
1654657782.4420917, 22.6666015625, 27.78620602812023, 858.3701490870118, 0.40, -0.24, 10.05, 0.02, 0.02, 0.01, 859.0539892264699, 3:9:39, 
1654657782.5084763, 22.6666015625, 27.808322755144864, 858.2534236530497, 0.40, -0.24, 10.05, 0.02, 0.01, 0.01, 859.1409328634109, 3:9:39, 
1654657782.5811522, 22.6666015625, 27.83649833391233, 858.3208642961362, 0.40, -0.24, 10.05, 0.02, 0.01, 0.00, 859.1325852468657, 3:9:39, 
1654657782.6474383, 22.6666015625, 27.819693009342547, 858.3555280744033, 0.40, -0.24, 10.05, 0.01, 0.02, 0.01, 859.0428162627861, 3:9:39, 
1654657782.7139516, 22.6666015625, 27.864175044116312, 858.308131072867, 0.40, -0.22, 10.03, 0.01, 0.02, 0.01, 859.2213268319857, 3:9:39, 
1654657782.7804763, 22.6666015625, 27.741848064265803, 858.246114047275, 0.40, -0.22, 10.03, 0.01, 0.01, 0.00, 859.1024054024326, 3:9:39, 
1654657782.846637, 22.6666015625, 27.8419340986371, 858.246114047275, 0.40, -0.22, 10.03, 0.02, 0.01, 0.00, 859.0938009361474, 3:9:39, 
1654657782.9128501, 22.6666015625, 28.05853326068336, 858.2534236530497, 0.40, -0.22, 10.03, 0.02, 0.01, 0.01, 859.2015494020168, 3:9:39, 
1654657782.9791076, 22.6666015625, 27.930897017661906, 858.260733286146, 0.40, -0.22, 10.03, 0.01, 0.01, -0.00, 859.2020631014965, 3:9:39, 
1654657783.0451016, 22.6666015625, 27.975131781332827, 858.2534236530497, 0.40, -0.22, 10.03, 0.01, 0.01, -0.00, 859.1146057650758, 3:9:39, 
1654657783.1113014, 22.6716796875, 27.830564426057805, 858.3354848106611, 0.40, -0.22, 10.03, 0.02, 0.01, 0.01, 859.0410183146071, 3:9:39, 
