ADC, Temp, Hum, Pres, TimeStamp, Latitude, Longitude, FixQuality, Satellites, Altitude, Knots, TrackAngle, HDilution, HGeoID, AccelX, AccelY, AccelZ, GyroX, GyroY, GyroZ, MPRPressure, MS5803Pressure, TempC, TempF, RTC0, 22.3525390625, 23.49394747614443, 852.6520430007638, -, -, -, -, -, -, -, -, -, -, 0.67, -0.13, 10.10, 0.02, 0.01, 0.01, 852.6882252738909, -, -, -, 3:23:42, 
0, 22.4794921875, 23.43520888080029, 852.6295129262659, -, -, -, -, -, -, -, -, -, -, 0.67, -0.13, 10.10, 0.01, 0.01, 0.01, 852.6252970876262, -, -, -, 3:23:42, 
5, 22.5453125, 23.30161155785531, 852.648233591563, -, -, -, -, -, -, -, -, -, -, 0.67, -0.13, 10.10, 0.01, 0.02, -0.00, 852.5622404764916, -, -, -, 3:23:42, 
12, 22.565625, 23.350676037704407, 852.6471014181548, -, -, -, -, -, -, -, -, -, -, 0.67, -0.13, 10.10, 0.02, 0.01, -0.00, 852.5676343210287, 851.2725120554305, 26.301919631958008, 79.34345533752442, 3:23:42, 
0, 22.565625, 23.504375853476535, 852.6300905175707, -, -, -, -, -, -, -, -, -, -, 0.67, -0.13, 10.10, 0.01, 0.01, 0.01, 852.6760249112476, -, -, -, 3:23:42, 
0, 22.5859375, 23.43816796478981, 852.6563644393917, -, -, -, -, -, -, -, -, -, -, 0.69, -0.17, 10.08, 0.01, 0.01, 0.00, 852.5264099377819, -, -, -, 3:23:43, 
11, 22.59609375, 23.360298018419236, 852.6412431868174, -, -, -, -, -, -, -, -, -, -, 0.69, -0.17, 10.08, 0.02, 0.02, 0.00, 852.5255109636923, 851.2619518927671, 26.354738235473633, 79.43852882385255, 3:23:43, 
0, 22.591015625, 23.295100240171866, 852.6374627313387, -, -, -, -, -, -, -, -, -, -, 0.69, -0.17, 10.08, 0.01, 0.01, 0.00, 852.5906223727458, -, -, -, 3:23:43, 
0, 22.5859375, 23.58571017166815, 852.6429443453268, -, -, -, -, -, -, -, -, -, -, 0.69, -0.17, 10.08, 0.01, 0.00, 0.00, 852.5395092745146, -, -, -, 3:23:43, 
0, 22.601171875, 23.43200344551359, 852.6465356709597, -, -, -, -, -, -, -, -, -, -, 0.69, -0.17, 10.08, 0.01, 0.01, 0.00, 852.5845864038591, -, -, -, 3:23:43, 
14, 22.591015625, 23.61897973694998, 852.6261216078428, -, -, -, -, -, -, -, -, -, -, 0.69, -0.17, 10.08, 0.01, 0.02, -0.00, 852.4736273162415, -, -, -, 3:23:43, 
