SystemTime, ADC, Temp, Hum, Pres, TimeStamp, Latitude, Longitude, FixQuality, Satellites, Altitude, Knots, TrackAngle, HDilution, HGeoID, AccelX, AccelY, AccelZ, GyroX, GyroY, GyroZ, MPRPressure, MS5803Pressure, TempC, TempF, RTC, 
1654043877.1110845, 773, 24.60078125, 25.838819268731914, 859.8596859232333, -, -, -, -, -, -, -, -, -, -, 0.47, -0.09, 10.07, 0.01, 0.01, 0.00, 860.90240837934, 860.2314689348988, 25.45062099456787, 77.81111779022217, 0:37:54, 
1654043877.2675145, 721, 24.605859375, 25.592647854074364, 859.8944338851275, -, -, -, -, -, -, -, -, -, -, 0.47, -0.09, 10.07, 0.02, 0.01, 0.01, 860.9080590736169, 860.2589722894854, 25.468038597106933, 77.84246947479248, 0:37:54, 
1654043877.4065695, 668, 24.616015625, 25.59792929973683, 859.8892087099422, -, -, -, -, -, -, -, -, -, -, 0.47, -0.09, 10.07, 0.02, 0.01, 0.01, 860.7268515821488, 860.2589722894854, 25.468038597106933, 77.84246947479248, 0:37:54, 
1654043877.5458212, 619, 24.6109375, 25.56998779718377, 859.9017444975165, -, -, -, -, -, -, -, -, -, -, 0.47, -0.09, 10.07, 0.02, 0.01, 0.01, 860.8954734363639, 860.2314689348988, 25.45062099456787, 77.81111779022217, 0:37:54, 
1654043877.684826, 575, 24.616015625, 25.569674497985922, 859.8892087099422, -, -, -, -, -, -, -, -, -, -, 0.47, -0.09, 10.07, 0.02, 0.01, 0.00, 860.9528793532216, 860.3563121282658, 25.468038597106933, 77.84246947479248, 0:37:55, 
1654043877.8222876, 535, 24.6263671875, 25.54173211843966, 859.8544602336885, -, -, -, -, -, -, -, -, -, -, 0.47, -0.09, 10.07, 0.02, 0.01, 0.01, 860.7258241831894, 860.2589722894854, 25.468038597106933, 77.84246947479248, 0:37:55, 
1654043877.966564, 498, 24.6263671875, 25.396428090443777, 859.8343322218534, -, -, -, -, -, -, -, -, -, -, 0.47, -0.09, 10.07, 0.02, 0.01, 0.00, 860.8397370428153, 860.2589722894854, 25.468038597106933, 77.84246947479248, 0:37:55, 
1654043878.1136181, 461, 24.616015625, 25.681441749201163, 859.8544602336885, -, -, -, -, -, -, -, -, -, -, 0.51, -0.15, 10.04, 0.02, 0.01, 0.00, 860.8303620273106, 860.3288053410477, 25.45062099456787, 77.81111779022217, 0:37:55, 
1654043878.2613316, 427, 24.6263671875, 25.637047022477844, 859.8892087099422, -, -, -, -, -, -, -, -, -, -, 0.51, -0.15, 10.04, 0.02, 0.01, -0.00, 860.7671769913061, 860.3288053410477, 25.45062099456787, 77.81111779022217, 0:37:55, 
1654043878.4012861, 399, 24.616015625, 25.457903619618993, 859.9166469820426, -, -, -, -, -, -, -, -, -, -, 0.51, -0.15, 10.04, 0.01, 0.01, 0.00, 860.7647369187774, 860.3288053410477, 25.45062099456787, 77.81111779022217, 0:37:55, 
1654043878.5611997, 379, 24.616015625, 25.46939651102879, 859.9166469820426, -, -, -, -, -, -, -, -, -, -, 0.51, -0.15, 10.04, 0.03, 0.01, 0.01, 860.737125571743, 860.2589722894854, 25.468038597106933, 77.84246947479248, 0:37:56, 
