SystemTime, ADC, Temp, Hum, Pres, TimeStamp, Latitude, Longitude, FixQuality, Satellites, Altitude, Knots, TrackAngle, HDilution, HGeoID, AccelX, AccelY, AccelZ, GyroX, GyroY, GyroZ, MPRPressure, MS5803Pressure, TempC, TempF, RTC, 
1654108180.7080352, 0, 22.0642578125, 30.936989456054828, 861.3295409177812, -, -, -, -, -, -, -, -, -, -, 0.52, -0.18, 10.09, 0.01, 0.01, 0.00, 862.3330614303353, 861.7494506476423, 23.465014305114746, 18:29:38, 
1654108180.817656, 0, 22.074609375, 30.931174373575573, 861.3242250395908, -, -, -, -, -, -, -, -, -, -, 0.52, -0.18, 10.09, 0.02, 0.01, 0.01, 862.2240287157666, 861.6248408732167, 23.447596702575684, 18:29:38, 
1654108180.9247599, 0, 22.08984375, 30.97520741189634, 861.2645271688739, -, -, -, -, -, -, -, -, -, -, 0.52, -0.18, 10.09, 0.01, 0.01, -0.00, 862.1959036692525, 861.6525055614835, 23.465014305114746, 18:29:38, 
1654108181.0382755, 0, 22.094921875, 31.063975975192307, 861.2295760489674, -, -, -, -, -, -, -, -, -, -, 0.52, -0.18, 10.09, 0.02, 0.01, 0.00, 862.3315203318962, 861.5278992196894, 23.447596702575684, 18:29:38, 
1654108181.1440675, 0, 22.094921875, 31.05279004522456, 861.279202417732, -, -, -, -, -, -, -, -, -, -, 0.52, -0.18, 10.09, 0.01, 0.01, 0.00, 862.280150383925, 861.7494506476423, 23.465014305114746, 18:29:38, 
1654108181.246164, 0, 22.1154296875, 31.04706853091699, 861.279202417732, -, -, -, -, -, -, -, -, -, -, 0.52, -0.18, 10.09, 0.02, 0.01, 0.00, 862.3253559381396, 861.6525055614835, 23.465014305114746, 18:29:38, 
1654108181.3482647, 0, 22.1052734375, 31.063799586821496, 861.2718647795089, -, -, -, -, -, -, -, -, -, -, 0.52, -0.18, 10.09, 0.01, 0.01, 0.00, 862.340638497661, 861.6248408732167, 23.447596702575684, 18:29:38, 
1654108181.450291, 0, 22.1154296875, 31.063886122195107, 861.286540083541, -, -, -, -, -, -, -, -, -, -, 0.52, -0.18, 10.09, 0.02, 0.02, -0.00, 862.30686275687, 861.6248408732167, 23.447596702575684, 18:29:38, 
1654108181.5554414, 0, 22.1052734375, 31.03042393976195, 861.3338664660719, -, -, -, -, -, -, -, -, -, -, 0.52, -0.18, 10.09, 0.02, 0.01, 0.00, 862.3093028293986, 861.6248408732167, 23.447596702575684, 18:29:38, 
1654108181.661496, 0, 22.1154296875, 31.058078261080464, 861.3485427121145, -, -, -, -, -, -, -, -, -, -, 0.46, -0.23, 10.05, 0.02, 0.01, 0.01, 862.2057923842368, 861.6248408732167, 23.447596702575684, 18:29:38, 
