SystemTime, ADC, Temp, Hum, Pres, TimeStamp, Latitude, Longitude, FixQuality, Satellites, Altitude, Knots, TrackAngle, HDilution, HGeoID, AccelX, AccelY, AccelZ, GyroX, GyroY, GyroZ, MPRPressure, MS5803Pressure, TempC, TempF, RTC, 
1653939975.9694064, 107, 23.906640625, 25.323846284776547, 853.9405707778997, -, -, -, -, -, -, -, -, -, -, 0.43, -0.19, 10.08, 0.02, 0.02, 0.00, 854.8529548813931, 854.1797853916488, 25.067433738708495, 77.1213807296753, 19:46:13, 
1653939976.071718, 94, 23.91171875, 25.329115471891267, 853.922376626182, -, -, -, -, -, -, -, -, -, -, 0.43, -0.19, 10.08, 0.02, 0.01, 0.00, 854.8168674929434, 854.3743071681611, 25.067433738708495, 77.1213807296753, 19:46:13, 
1653939976.1749563, 83, 23.9271484375, 25.239362009588284, 853.929643276174, -, -, -, -, -, -, -, -, -, -, 0.43, -0.19, 10.08, 0.02, 0.01, -0.00, 854.7147697213509, 854.3043608397595, 25.084851341247557, 77.1527324142456, 19:46:13, 
1653939976.2828033, 72, 23.9220703125, 25.2556340465385, 853.977185341776, -, -, -, -, -, -, -, -, -, -, 0.43, -0.19, 10.08, 0.02, 0.01, 0.00, 854.5943071933586, 854.4016251606471, 25.084851341247557, 77.1527324142456, 19:46:13, 
1653939976.3914192, 64, 23.9423828125, 25.345073438356703, 853.9167716613814, -, -, -, -, -, -, -, -, -, -, 0.43, -0.19, 10.08, 0.02, 0.00, 0.00, 854.7122012239523, 854.2770462799049, 25.067433738708495, 77.1213807296753, 19:46:13, 
1653939976.5176497, 55, 23.9322265625, 25.121545625602938, 853.8893666849715, -, -, -, -, -, -, -, -, -, -, 0.43, -0.19, 10.08, 0.03, 0.01, -0.00, 854.6519699599561, 854.2770462799049, 25.067433738708495, 77.1213807296753, 19:46:14, 
1653939976.6263652, 48, 23.9423828125, 25.5177467897576, 853.978848622238, -, -, -, -, -, -, -, -, -, -, 0.43, -0.19, 10.08, 0.02, 0.01, 0.00, 854.6500435869073, 854.2770462799049, 25.067433738708495, 77.1213807296753, 19:46:14, 
1653939976.7299318, 43, 23.9373046875, 25.417305736334853, 853.9587101437874, -, -, -, -, -, -, -, -, -, -, 0.43, -0.19, 10.08, 0.01, 0.01, 0.01, 854.6749580116732, 854.2070965188718, 25.084851341247557, 77.1527324142456, 19:46:14, 
1653939976.8350039, 35, 23.9474609375, 25.255477878311485, 853.9240381699087, -, -, -, -, -, -, -, -, -, -, 0.43, -0.19, 10.08, 0.02, 0.01, 0.00, 854.655951130924, 854.2770462799049, 25.067433738708495, 77.1213807296753, 19:46:14, 
1653939976.9383538, 31, 23.9423828125, 25.383824734305247, 853.971581670194, -, -, -, -, -, -, -, -, -, -, 0.32, -0.23, 10.07, 0.02, 0.02, 0.00, 854.7823212029328, 854.3043608397595, 25.084851341247557, 77.1527324142456, 19:46:14, 
1653939977.0539901, 25, 23.9474609375, 25.484113201883673, 853.9441766564556, -, -, -, -, -, -, -, -, -, -, 0.32, -0.23, 10.07, 0.02, 0.01, 0.00, 854.7363450994987, 854.3743071681611, 25.067433738708495, 77.1213807296753, 19:46:14, 
1653939977.162537, 22, 23.9474609375, 25.144025473845417, 853.9038992852703, -, -, -, -, -, -, -, -, -, -, 0.32, -0.23, 10.07, 0.02, 0.01, 0.00, 854.7159255451802, 854.3043608397595, 25.084851341247557, 77.1527324142456, 19:46:14, 
1653939977.2664523, 19, 23.9525390625, 25.355923650677255, 853.9587101437874, -, -, -, -, -, -, -, -, -, -, 0.32, -0.23, 10.07, 0.02, 0.01, 0.01, 854.7123296488222, 854.2770462799049, 25.067433738708495, 77.1213807296753, 19:46:14, 
1653939977.3713613, 15, 23.9474609375, 25.400565276000595, 853.9441766564556, -, -, -, -, -, -, -, -, -, -, 0.32, -0.23, 10.07, 0.02, 0.00, 0.00, 854.5939219187488, 854.2070965188718, 25.084851341247557, 77.1527324142456, 19:46:14, 
1653939977.4748218, 12, 23.9423828125, 25.132391670956167, 853.9038992852703, -, -, -, -, -, -, -, -, -, -, 0.32, -0.23, 10.07, 0.02, 0.01, 0.00, 854.6585196283226, 854.3743071681611, 25.067433738708495, 77.1213807296753, 19:46:15, 
1653939977.5825565, 9, 23.9423828125, 25.188512402845905, 853.9587101437874, -, -, -, -, -, -, -, -, -, -, 0.32, -0.23, 10.07, 0.02, 0.01, 0.01, 854.636045276085, 854.3043608397595, 25.084851341247557, 77.1527324142456, 19:46:15, 
1653939977.6910357, 7, 23.9423828125, 25.378244535659892, 853.8893666849715, -, -, -, -, -, -, -, -, -, -, 0.32, -0.23, 10.07, 0.02, 0.01, 0.00, 854.6617302500706, 854.2770462799049, 25.067433738708495, 77.1213807296753, 19:46:15, 
1653939977.7955284, 6, 23.9474609375, 25.338872439616345, 853.9587101437874, -, -, -, -, -, -, -, -, -, -, 0.32, -0.23, 10.07, 0.01, 0.01, 0.00, 854.6610881257211, 854.2770462799049, 25.067433738708495, 77.1213807296753, 19:46:15, 
1653939977.9000597, 3, 23.9474609375, 25.42257733353573, 853.8764938840088, -, -, -, -, -, -, -, -, -, -, 0.39, -0.17, 10.07, 0.01, 0.02, 0.00, 854.7115590996026, 854.2770462799049, 25.067433738708495, 77.1213807296753, 19:46:15, 
1653939978.0176897, 2, 23.9474609375, 25.288960127877754, 853.9167716613814, -, -, -, -, -, -, -, -, -, -, 0.39, -0.17, 10.07, 0.02, 0.01, 0.01, 854.7539393066787, 854.2070965188718, 25.084851341247557, 77.1527324142456, 19:46:15, 
1653939978.135374, 0, 23.9423828125, 25.28322391629026, 853.9587101437874, -, -, -, -, -, -, -, -, -, -, 0.39, -0.17, 10.07, 0.02, 0.01, 0.00, 854.7136138975214, 854.2770462799049, 25.067433738708495, 77.1213807296753, 19:46:15, 
1653939978.2387462, 0, 23.9525390625, 25.18835545875954, 853.9388507509324, -, -, -, -, -, -, -, -, -, -, 0.39, -0.17, 10.07, 0.03, 0.01, 0.00, 854.7191361669284, 854.2770462799049, 25.067433738708495, 77.1213807296753, 19:46:15, 
1653939978.3421352, 0, 23.9525390625, 25.27748755794597, 853.8692277922376, -, -, -, -, -, -, -, -, -, -, 0.39, -0.17, 10.07, 0.02, 0.01, 0.00, 854.7152834208306, 854.3043608397595, 25.084851341247557, 77.1527324142456, 19:46:15, 
1653939978.4456644, 0, 23.9525390625, 25.110384369500753, 853.9038992852703, -, -, -, -, -, -, -, -, -, -, 0.39, -0.17, 10.07, 0.02, 0.01, 0.00, 854.6849751515276, 854.3043608397595, 25.084851341247557, 77.1527324142456, 19:46:16, 
1653939978.5532694, 0, 23.9474609375, 25.26042775147675, 853.9313047051963, -, -, -, -, -, -, -, -, -, -, 0.39, -0.17, 10.07, 0.02, 0.02, 0.00, 854.6101034523597, 854.2070965188718, 25.084851341247557, 77.1527324142456, 19:46:16, 
1653939978.6617305, 0, 23.9423828125, 25.221682170807885, 853.8966329717409, -, -, -, -, -, -, -, -, -, -, 0.39, -0.17, 10.07, 0.03, 0.01, 0.00, 854.6136993487177, 854.4016251606471, 25.084851341247557, 77.1527324142456, 19:46:16, 
1653939978.765397, 0, 23.9578125, 25.517593610401413, 853.9313047051963, -, -, -, -, -, -, -, -, -, -, 0.39, -0.17, 10.07, 0.01, 0.01, -0.01, 854.6152404471568, 854.3043608397595, 25.084851341247557, 77.1527324142456, 19:46:16, 
1653939978.8694263, 0, 23.9525390625, 25.366613415888878, 853.9038992852703, -, -, -, -, -, -, -, -, -, -, 0.39, -0.17, 10.07, 0.01, 0.01, 0.00, 854.6392558978333, 854.3043608397595, 25.084851341247557, 77.1527324142456, 19:46:16, 
1653939978.9729323, 0, 23.9474609375, 25.366613415888878, 853.9313047051963, -, -, -, -, -, -, -, -, -, -, 0.34, -0.24, 9.98, 0.03, 0.02, 0.00, 854.6407969962725, 854.3043608397595, 25.084851341247557, 77.1527324142456, 19:46:16, 
1653939979.0810661, 0, 23.9578125, 25.367084111248815, 853.8566338562855, -, -, -, -, -, -, -, -, -, -, 0.34, -0.24, 9.98, 0.02, 0.01, 0.01, 853.3053067738937, 854.3043608397595, 25.084851341247557, 77.1527324142456, 19:46:16, 
