SystemTime, ADC, Temp, Hum, Pres, TimeStamp, Latitude, Longitude, FixQuality, Satellites, Altitude, Knots, TrackAngle, HDilution, HGeoID, AccelX, AccelY, AccelZ, GyroX, GyroY, GyroZ, MPRPressure, MS5803Pressure, TempC, RTC, 
1654108514.9949863, 4, 21.998046875, 31.254293168139675, 861.2262427291328, -, -, -, -, -, -, -, -, -, -, 0.41, -0.25, 10.07, 0.01, 0.01, -0.00, 862.3081470055694, 861.6387781640492, 23.395343894958497, 18:35:12, 
1654108515.0993683, 3, 22.008203125, 31.376145870974998, 861.3775569735765, -, -, -, -, -, -, -, -, -, -, 0.41, -0.25, 10.07, 0.02, 0.01, 0.00, 862.3365289018233, 861.6387781640492, 23.395343894958497, 18:35:12, 
1654108515.2044373, 3, 22.01328125, 31.226138651927005, 861.3525386604451, -, -, -, -, -, -, -, -, -, -, 0.41, -0.25, 10.07, 0.02, 0.01, 0.01, 862.250098964362, 861.6387781640492, 23.395343894958497, 18:35:12, 
1654108515.3129191, 3, 22.0287109375, 31.45900902138874, 861.3252100985827, -, -, -, -, -, -, -, -, -, -, 0.41, -0.25, 10.07, 0.01, 0.01, 0.01, 862.2314773582224, 861.735709519682, 23.395343894958497, 18:35:12, 
1654108515.4225523, 2, 22.0337890625, 31.165035410250155, 861.3252100985827, -, -, -, -, -, -, -, -, -, -, 0.41, -0.25, 10.07, 0.01, 0.01, 0.00, 862.3218884666516, 861.6387781640492, 23.395343894958497, 18:35:12, 
1654108515.5522053, 1, 22.0337890625, 31.231513202107237, 861.2852292759302, -, -, -, -, -, -, -, -, -, -, 0.41, -0.25, 10.07, 0.01, 0.01, 0.00, 862.1833180319995, 861.735709519682, 23.395343894958497, 18:35:12, 
1654108515.66187, 1, 22.0287109375, 31.15940319385543, 861.2432245243166, -, -, -, -, -, -, -, -, -, -, 0.41, -0.25, 10.07, 0.01, 0.01, 0.00, 862.3369141764332, 861.6664462849475, 23.41276149749756, 18:35:12, 
1654108515.766856, 1, 22.0337890625, 31.15940319385543, 861.2852292759302, -, -, -, -, -, -, -, -, -, -, 0.41, -0.25, 10.07, 0.02, 0.02, 0.01, 862.2373849022391, 861.7633810732118, 23.41276149749756, 18:35:13, 
1654108515.872985, 0, 22.0337890625, 31.414390096259023, 861.2852292759302, -, -, -, -, -, -, -, -, -, -, 0.41, -0.25, 10.07, 0.01, 0.02, 0.00, 862.1846022806989, 861.6111100431508, 23.377926292419435, 18:35:13, 
1654108515.9773042, 0, 22.0439453125, 31.214703201961775, 861.347225838348, -, -, -, -, -, -, -, -, -, -, 0.42, -0.22, 10.07, 0.01, 0.01, -0.00, 862.2096451303347, 861.6387781640492, 23.395343894958497, 18:35:13, 
1654108516.0950058, 0, 22.0337890625, 31.331105273790364, 861.354564473498, -, -, -, -, -, -, -, -, -, -, 0.42, -0.22, 10.07, 0.02, 0.01, 0.00, 862.2147821251318, 861.735709519682, 23.395343894958497, 18:35:13, 
1654108516.2054892, 0, 22.0439453125, 31.342282279998138, 861.3272350433704, -, -, -, -, -, -, -, -, -, -, 0.42, -0.22, 10.07, 0.02, 0.01, 0.00, 862.2231297416772, 861.735709519682, 23.395343894958497, 18:35:13, 
1654108516.3101704, 0, 22.0439453125, 31.153685445024962, 861.3125582440933, -, -, -, -, -, -, -, -, -, -, 0.42, -0.22, 10.07, 0.01, 0.02, 0.01, 862.2865716274215, 861.6664462849475, 23.41276149749756, 18:35:13, 
1654108516.4145117, 0, 22.0388671875, 31.364386481649987, 861.2305713952654, -, -, -, -, -, -, -, -, -, -, 0.42, -0.22, 10.07, 0.02, 0.01, -0.00, 862.2561349332485, 861.6664462849475, 23.41276149749756, 18:35:13, 
1654108516.51865, 0, 22.0388671875, 31.425565742631747, 861.354564473498, -, -, -, -, -, -, -, -, -, -, 0.42, -0.22, 10.07, 0.02, 0.01, -0.00, 862.2807925082747, 861.735709519682, 23.395343894958497, 18:35:13, 
1654108516.6295638, 0, 22.0439453125, 31.38110975390634, 861.354564473498, -, -, -, -, -, -, -, -, -, -, 0.42, -0.22, 10.07, 0.03, 0.01, 0.00, 862.2376417519789, 861.5418468084163, 23.395343894958497, 18:35:13, 
1654108516.7401378, 0, 22.0439453125, 31.375397282910562, 861.347225838348, -, -, -, -, -, -, -, -, -, -, 0.42, -0.22, 10.07, 0.02, 0.01, 0.01, 862.2096451303347, 861.735709519682, 23.395343894958497, 18:35:14, 
1654108516.8445258, 0, 22.0388671875, 31.186797952742218, 861.3198966299256, -, -, -, -, -, -, -, -, -, -, 0.42, -0.22, 10.07, 0.01, 0.02, 0.00, 862.2743712647783, 861.7633810732118, 23.41276149749756, 18:35:14, 
1654108516.9506133, 0, 22.0490234375, 31.181335845181223, 861.354564473498, -, -, -, -, -, -, -, -, -, -, 0.46, -0.21, 10.10, 0.01, 0.01, 0.00, 862.2036091614482, 861.735709519682, 23.395343894958497, 18:35:14, 
1654108517.060049, 0, 22.0439453125, 31.22571265340279, 861.2379091159845, -, -, -, -, -, -, -, -, -, -, 0.46, -0.21, 10.10, 0.02, 0.02, -0.00, 862.1968026433419, 861.6387781640492, 23.395343894958497, 18:35:14, 
