SystemTime, ADC, 
1655934681.9503956, 5, 
1655934681.9534116, 6, 
1655934681.9557152, 4, 
1655934681.9578404, 4, 
1655934681.9599721, 4, 
1655934681.962375, 3, 
1655934681.9646003, 3, 
1655934681.9668014, 3, 
1655934681.9690473, 1, 
1655934681.9712281, 1, 
1655934681.9821239, 1, 
1655934681.9844992, 1, 
1655934681.9872196, 0, 
1655934681.989333, 1, 
1655934681.9914465, 2, 
1655934681.9935744, 0, 
1655934681.9956846, 0, 
1655934681.997807, 0, 
1655934681.999914, 0, 
1655934682.0020294, 0, 
1655934682.0112076, 0, 
1655934682.0136096, 0, 
1655934682.0186932, 0, 
1655934682.0220437, 0, 
1655934682.0243976, 0, 
1655934682.026573, 0, 
1655934682.0288663, 0, 
1655934682.0313122, 0, 
1655934682.033622, 0, 
1655934682.0359297, 0, 
1655934682.042978, 0, 
1655934682.0454395, 0, 
1655934682.048112, 0, 
1655934682.0504365, 0, 
1655934682.0527713, 0, 
1655934682.0551417, 0, 
1655934682.0574892, 0, 
1655934682.0598297, 0, 
1655934682.0621722, 0, 
1655934682.0644841, 0, 
1655934682.0717561, 0, 
1655934682.0745094, 0, 
1655934682.07682, 0, 
1655934682.0791214, 0, 
1655934682.081472, 0, 
1655934682.0837753, 0, 
1655934682.0860949, 0, 
1655934682.088401, 0, 
1655934682.0907376, 0, 
1655934682.0930452, 0, 
1655934682.1006615, 0, 
1655934682.1030793, 0, 
1655934682.1053946, 0, 
1655934682.1077125, 0, 
1655934682.1100209, 0, 
1655934682.1123405, 0, 
1655934682.1146684, 0, 
1655934682.11698, 0, 
1655934682.1197162, 0, 
1655934682.122388, 0, 
1655934682.1298468, 0, 
1655934682.1322768, 0, 
1655934682.134596, 0, 
1655934682.1369166, 0, 
1655934682.139226, 0, 
1655934682.1415749, 0, 
1655934682.1442933, 0, 
1655934682.1467066, 0, 
1655934682.1490772, 0, 
1655934682.1551027, 0, 
1655934682.1633062, 0, 
1655934682.1657176, 0, 
1655934682.1680322, 0, 
1655934682.170347, 0, 
1655934682.1726596, 0, 
1655934682.1749647, 0, 
1655934682.1772623, 0, 
1655934682.1795683, 0, 
1655934682.1824749, 0, 
1655934682.1847873, 0, 
1655934682.193998, 0, 
1655934682.196412, 0, 
1655934682.198739, 0, 
1655934682.2011595, 0, 
1655934682.203508, 0, 
1655934682.2061632, 0, 
1655934682.208512, 0, 
1655934682.21083, 0, 
1655934682.2131531, 0, 
1655934682.2154565, 0, 
1655934682.2227473, 0, 
1655934682.2251651, 0, 
1655934682.2277448, 0, 
1655934682.230293, 0, 
1655934682.2326608, 0, 
1655934682.2350001, 0, 
1655934682.2373173, 0, 
1655934682.2396355, 0, 
1655934682.242039, 0, 
1655934682.2443852, 0, 
1655934682.2514813, 0, 
1655934682.2543955, 0, 
1655934682.2569077, 0, 
1655934682.2592397, 0, 
1655934682.2618678, 0, 
1655934682.2642903, 0, 
1655934682.2666252, 0, 
1655934682.2690444, 0, 
1655934682.271693, 0, 
1655934682.2740486, 0, 
1655934682.2812755, 0, 
1655934682.2840302, 0, 
1655934682.2864108, 0, 
1655934682.2888577, 0, 
1655934682.2912855, 0, 
1655934682.293692, 0, 
1655934682.2962894, 0, 
1655934682.2986364, 0, 
1655934682.3009758, 0, 
1655934682.303322, 0, 
1655934682.3123686, 0, 
1655934682.31483, 0, 
1655934682.3173492, 0, 
1655934682.3200169, 0, 
1655934682.3225205, 0, 
1655934682.3279057, 0, 
1655934682.3311784, 0, 
1655934682.3337996, 0, 
1655934682.3361497, 0, 
1655934682.3384748, 0, 
1655934682.3458364, 0, 
1655934682.3482873, 0, 
1655934682.3506432, 0, 
1655934682.3529913, 0, 
1655934682.355319, 0, 
1655934682.357946, 0, 
1655934682.3602858, 0, 
1655934682.3626192, 0, 
1655934682.3649316, 0, 
1655934682.3672588, 0, 
1655934682.3745208, 0, 
1655934682.3769794, 0, 
1655934682.3794906, 0, 
1655934682.3821442, 0, 
1655934682.384516, 0, 
1655934682.3868556, 0, 
1655934682.3891864, 0, 
1655934682.3915496, 0, 
1655934682.3938763, 0, 
1655934682.3962002, 0, 
1655934682.4037857, 0, 
1655934682.4064734, 0, 
1655934682.4088054, 0, 
1655934682.4111104, 0, 
1655934682.4134843, 0, 
1655934682.4158251, 0, 
1655934682.4181716, 0, 
1655934682.4205093, 0, 
1655934682.422868, 0, 
1655934682.4252167, 0, 
1655934682.432437, 0, 
1655934682.434892, 0, 
1655934682.4372723, 0, 
1655934682.4396303, 0, 
1655934682.4420106, 1, 
1655934682.4443564, 0, 
1655934682.4466975, 0, 
1655934682.449051, 0, 
1655934682.4514322, 0, 
1655934682.4542286, 0, 
1655934682.4632201, 0, 
1655934682.4664857, 0, 
1655934682.4691718, 0, 
1655934682.471577, 0, 
1655934682.4739015, 0, 
1655934682.476233, 0, 
1655934682.4785883, 0, 
1655934682.4809654, 0, 
1655934682.4833214, 0, 
1655934682.4856713, 0, 
1655934682.4962173, 0, 
1655934682.4987354, 0, 
1655934682.501108, 0, 
1655934682.5034506, 0, 
1655934682.505808, 0, 
1655934682.5081604, 0, 
1655934682.5105038, 0, 
1655934682.5129113, 0, 
1655934682.5155303, 0, 
1655934682.518008, 0, 
1655934682.5251777, 0, 
1655934682.52764, 0, 
1655934682.529992, 0, 
1655934682.532352, 0, 
1655934682.5347126, 0, 
1655934682.5370665, 0, 
1655934682.5399363, 0, 
1655934682.5423799, 0, 
1655934682.5447206, 0, 
1655934682.5470603, 0, 
1655934682.5546222, 0, 
1655934682.557074, 0, 
1655934682.5594394, 0, 
1655934682.5620146, 0, 
1655934682.5647311, 0, 
1655934682.5671263, 0, 
1655934682.5697346, 0, 
1655934682.5721884, 0, 
1655934682.5746167, 0, 
1655934682.576975, 0, 
1655934682.5844493, 0, 
1655934682.5870159, 0, 
1655934682.5894551, 0, 
1655934682.592151, 0, 
1655934682.5944984, 0, 
1655934682.596843, 0, 
1655934682.599231, 0, 
1655934682.6017776, 0, 
1655934682.60455, 0, 
1655934682.6069067, 0, 
1655934682.616303, 0, 
