SystemTime, ADC 1 (Vibration), ADC 2, ADC 3, ADC 4, ADC 5, ADC 6, ADC 7, ADC 8, 
1657767279.6047792, 7, 1, 0, 0, 0, 0, 0, 0, 
1657767279.6077027, 6, 1, 4, 0, 0, 0, 0, 0, 
1657767279.609967, 5, 1, 0, 0, 0, 0, 0, 0, 
1657767279.612139, 4, 1, 0, 0, 0, 0, 0, 0, 
1657767279.6143527, 4, 1, 0, 0, 0, 0, 0, 0, 
1657767279.6167202, 4, 1, 3, 0, 0, 0, 0, 0, 
1657767279.6189148, 4, 1, 0, 0, 0, 0, 0, 0, 
1657767279.621175, 3, 1, 1, 0, 0, 0, 0, 0, 
1657767279.6234763, 4, 1, 0, 0, 0, 0, 0, 0, 
1657767279.625647, 3, 1, 0, 0, 0, 0, 0, 0, 
1657767279.6386006, 2, 1, 2, 0, 0, 0, 0, 0, 
1657767279.6414213, 1, 1, 0, 0, 0, 0, 0, 0, 
1657767279.6435668, 1, 1, 0, 0, 0, 0, 0, 0, 
1657767279.6456904, 1, 1, 0, 0, 0, 0, 0, 0, 
1657767279.647814, 1, 1, 0, 0, 0, 0, 0, 0, 
1657767279.6499434, 1, 1, 0, 0, 0, 0, 0, 0, 
1657767279.6520703, 1, 1, 0, 0, 0, 0, 0, 0, 
1657767279.6541898, 1, 1, 0, 0, 0, 0, 0, 0, 
1657767279.6563027, 1, 1, 0, 0, 0, 0, 0, 0, 
1657767279.6584394, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.665464, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.66786, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.6739428, 0, 1, 3, 0, 0, 0, 0, 0, 
1657767279.6772447, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.6796155, 0, 1, 1, 0, 0, 0, 0, 0, 
1657767279.6817687, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.683894, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.686048, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.688192, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.6903808, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.7020648, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.70431, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.706476, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.70863, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.7107787, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.712938, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.7150836, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.7172382, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.719386, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.7215292, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.7287698, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.7310407, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.733282, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.7356238, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.7381794, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.740681, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.743188, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.7456915, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.7486212, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.7514048, 0, 1, 4, 0, 0, 0, 0, 0, 
1657767279.758996, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.7616425, 1, 1, 0, 0, 0, 0, 0, 0, 
1657767279.7641788, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.7666883, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.7692244, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.771748, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.7748916, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.7774222, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.7799377, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.7824776, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.7904603, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.793076, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.7956285, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.798376, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.8011553, 0, 1, 5, 0, 0, 0, 0, 0, 
1657767279.803964, 0, 1, 1, 0, 0, 0, 0, 0, 
1657767279.8064485, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.8089497, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.8114283, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.8139033, 0, 1, 0, 0, 0, 0, 0, 0, 
1657767279.82339, 0, 1, 1, 0, 0, 0, 0, 0, 
