SystemTime, ADC, 
1657760672.6547105, 627, 
1657760672.6821501, 579, 
1657760672.714345, 537, 
1657760672.7464018, 497, 
1657760672.773909, 461, 
1657760672.8027, 425, 
1657760672.8294845, 394, 
1657760672.852347, 365, 
1657760672.876962, 340, 
1657760672.9039524, 313, 
1657760672.9329267, 291, 
1657760672.9615877, 269, 
1657760672.996132, 250, 
1657760673.0216706, 232, 
1657760673.0507772, 215, 
1657760673.0853014, 199, 
1657760673.1110988, 186, 
1657760673.1402338, 172, 
1657760673.174833, 160, 
1657760673.2003744, 148, 
1657760673.2287333, 138, 
1657760673.263151, 129, 
1657760673.289003, 120, 
1657760673.3182588, 112, 
1657760673.3534245, 103, 
1657760673.3788798, 96, 
1657760673.4076352, 90, 
1657760673.442299, 83, 
1657760673.4678836, 78, 
1657760673.4967167, 72, 
1657760673.530719, 66, 
1657760673.5561268, 63, 
1657760673.5850286, 59, 
1657760673.6198354, 55, 
1657760673.6453435, 51, 
1657760673.679591, 48, 
1657760673.7146442, 45, 
1657760673.7401114, 42, 
1657760673.7674944, 39, 
1657760673.8065157, 37, 
1657760673.8371112, 35, 
1657760673.8680966, 33, 
1657760673.893318, 30, 
1657760673.9209435, 28, 
1657760673.9586318, 27, 
1657760673.9838321, 25, 
1657760674.0113878, 24, 
1657760674.0448067, 22, 
1657760674.0774899, 21, 
1657760674.1026316, 19, 
1657760674.137171, 18, 
1657760674.1628902, 17, 
1657760674.188608, 16, 
1657760674.2309947, 15, 
1657760674.2565043, 14, 
1657760674.2844112, 13, 
1657760674.3134766, 12, 
1657760674.3454657, 11, 
1657760674.3721504, 11, 
1657760674.4007037, 9, 
1657760674.43049, 11, 
1657760674.462754, 5, 
1657760674.4971855, 8, 
1657760674.5247867, 8, 
1657760674.5555372, 6, 
1657760674.5808694, 7, 
1657760674.6253123, 6, 
1657760674.6602068, 7, 
1657760674.685676, 6, 
1657760674.7131698, 6, 
1657760674.7548907, 6, 
1657760674.7825243, 6, 
1657760674.8135104, 6, 
1657760674.8390572, 5, 
1657760674.8670983, 4, 
1657760674.9086888, 5, 
1657760674.9339838, 3, 
1657760674.9623616, 4, 
1657760674.9972477, 3, 
1657760675.0290532, 4, 
1657760675.0569615, 3, 
1657760675.0918705, 4, 
1657760675.117501, 4, 
1657760675.153087, 3, 
1657760675.1846075, 3, 
1657760675.2098887, 3, 
1657760675.2372468, 3, 
1657760675.2665498, 2, 
1657760675.3013263, 1, 
1657760675.335938, 3, 
1657760675.36073, 2, 
1657760675.3893075, 2, 
1657760675.438804, 3, 
1657760675.4645834, 2, 
1657760675.4916155, 1, 
1657760675.520516, 2, 
1657760675.5491815, 1, 
1657760675.5803854, 2, 
1657760675.6092224, 2, 
1657760675.638494, 2, 
1657760675.6884556, 2, 
1657760675.7260013, 2, 
1657760675.7534509, 2, 
1657760675.782302, 2, 
1657760675.8124459, 2, 
1657760675.8545935, 2, 
1657760675.8801386, 2, 
1657760675.9089205, 2, 
1657760675.9489691, 2, 
1657760675.980294, 2, 
1657760676.008727, 1, 
1657760676.0400662, 2, 
1657760676.065259, 1, 
1657760676.1073895, 0, 
1657760676.1324356, 2, 
1657760676.1605074, 1, 
1657760676.1915684, 1, 
1657760676.2172577, 1, 
1657760676.2518744, 1, 
1657760676.2835288, 2, 
1657760676.3091168, 1, 
1657760676.3386261, 2, 
1657760676.377673, 2, 
1657760676.4031045, 1, 
1657760676.4309494, 1, 
1657760676.465657, 1, 
1657760676.4913669, 1, 
1657760676.5290337, 1, 
1657760676.5603433, 0, 
1657760676.5855546, 1, 
1657760676.616536, 1, 
1657760676.6524994, 1, 
1657760676.6800323, 2, 
1657760676.71084, 2, 
1657760676.7361774, 1, 
1657760676.763991, 1, 
1657760676.8022504, 0, 
1657760676.827952, 1, 
1657760676.8557055, 1, 
1657760676.886675, 1, 
1657760676.91276, 1, 
1657760676.9475439, 1, 
1657760676.9791234, 1, 
1657760677.005101, 2, 
1657760677.0376034, 1, 
1657760677.0830092, 1, 
1657760677.1083736, 1, 
1657760677.139329, 0, 
1657760677.1672895, 0, 
1657760677.1985633, 0, 
1657760677.2290928, 0, 
1657760677.2576673, 1, 
1657760677.2859485, 0, 
1657760677.3177593, 0, 
1657760677.3525407, 1, 
1657760677.3801892, 1, 
1657760677.410952, 1, 
1657760677.4362283, 0, 
1657760677.4738944, 1, 
1657760677.5086389, 0, 
1657760677.534816, 0, 
1657760677.5619159, 0, 
1657760677.5993202, 0, 
1657760677.6303077, 0, 
1657760677.6610847, 0, 
1657760677.686413, 0, 
1657760677.713683, 0, 
1657760677.7553737, 3, 
1657760677.782521, 1, 
1657760677.8230684, 0, 
1657760677.8732808, 0, 
1657760677.9064474, 1, 
1657760677.9486792, 1, 
1657760677.9788344, 1, 
1657760678.012156, 0, 
1657760678.047808, 0, 
1657760678.0736196, 0, 
1657760678.1005323, 0, 
1657760678.1352115, 0, 
1657760678.169636, 0, 
1657760678.2018282, 0, 
1657760678.2270951, 1, 
1657760678.2564042, 0, 
1657760678.3018842, 0, 
1657760678.3272073, 1, 
1657760678.358288, 1, 
1657760678.385754, 1, 
1657760678.410986, 1, 
1657760678.4425187, 1, 
1657760678.4711335, 1, 
1657760678.4987876, 1, 
1657760678.5273547, 1, 
1657760678.5585372, 1, 
1657760678.5867605, 1, 
1657760678.620718, 1, 
1657760678.645902, 1, 
1657760678.6799648, 0, 
1657760678.7210796, 0, 
1657760678.7463484, 2, 
1657760678.773555, 1, 
1657760678.8019419, 0, 
1657760678.833656, 0, 
1657760678.8604388, 0, 
1657760678.888888, 0, 
1657760678.917244, 1, 
1657760678.952751, 1, 
1657760678.984079, 0, 
1657760679.0123756, 1, 
1657760679.0463095, 1, 
1657760679.0743747, 1, 
1657760679.1083267, 0, 
1657760679.1392753, 1, 
1657760679.1647549, 0, 
1657760679.1924367, 0, 
1657760679.2277746, 0, 
1657760679.2604928, 0, 
1657760679.2875228, 0, 
1657760679.3224773, 1, 
1657760679.3502455, 0, 
1657760679.3836029, 0, 
1657760679.414222, 0, 
1657760679.4396322, 0, 
1657760679.4675539, 0, 
1657760679.4967008, 0, 
1657760679.5316536, 0, 
1657760679.5624514, 0, 
1657760679.5878723, 0, 
1657760679.6181512, 0, 
1657760679.656868, 0, 
1657760679.6820707, 1, 
