SystemTime, ADC 1 (Vibration), ADC 2, ADC 3, ADC 4, ADC 5, ADC 6, ADC 7, ADC 8, 
1657766773.7774372, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.779794, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.7821143, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.7844884, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.7868412, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.7891984, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.7915556, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.793904, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.8009427, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.8034163, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.805761, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.8081045, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.810461, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.8128214, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.8151808, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.8175406, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.8199148, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.8222618, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.8294275, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.8318884, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.8342726, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.836618, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.838986, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.8413765, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.8437238, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.8460534, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.8484163, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.8507712, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.858127, 0, 1, 1, 0, 0, 0, 0, 0, 
1657766773.8605988, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.8629613, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.865347, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.8677096, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.8700776, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.872437, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.8748417, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.8772316, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.8796084, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.8887439, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.8912559, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.8936381, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.8960106, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.8984034, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.900787, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.9031498, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.9055114, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.9078777, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.9102724, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.9173944, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.9198582, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.9222283, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.9246125, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.926989, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.9293957, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.931763, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.934128, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.936502, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.9388547, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.946178, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.9486809, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.9510467, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.9534035, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.955757, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.9581134, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.9604554, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.9628341, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.965173, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.9675171, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.97477, 0, 1, 1, 0, 0, 0, 0, 0, 
1657766773.9772527, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.9796197, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.9819603, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.9843128, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.9866776, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.9890296, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.9913867, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.9937253, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766773.996055, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.0031044, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.00555, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.0079105, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.0102613, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.0126226, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.0149758, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.0173287, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.019677, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.0219965, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.0243456, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.0344002, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.0368989, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.03925, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.0415995, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.0439637, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.0463288, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.0487204, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.0510626, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.0534081, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.055771, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.0687985, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.071285, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.0736694, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.076003, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.0783665, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.0807302, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.0830712, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.085419, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.0877733, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.090139, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.0975547, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.1000307, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.1023896, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.1047525, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.1070957, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.10949, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.1118495, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.1141973, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.1165564, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.118943, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.1262677, 0, 1, 1, 0, 0, 0, 0, 0, 
1657766774.1287463, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.1310925, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.1334252, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.1357863, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.1381373, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.1404896, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.1428711, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.145227, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.1475685, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.1550064, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.1574414, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.159792, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.162158, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.1645038, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.1668339, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.1692276, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.1716077, 1, 1, 0, 0, 0, 0, 0, 0, 
1657766774.17398, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.1763253, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.1834657, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.1859086, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.1883109, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.1906776, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.1930335, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.1953971, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.1977386, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.2000663, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.2024148, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.207562, 0, 1, 1, 0, 0, 0, 0, 0, 
1657766774.2176857, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.220171, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.2225342, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.224903, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.2272797, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.2296093, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.2319496, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.2342727, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.2365828, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.2389596, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.2462685, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.2489386, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.2514157, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.2538915, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.256414, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.2589004, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.2613473, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.2638566, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.2663152, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.2688384, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.2763581, 0, 1, 1, 0, 0, 0, 0, 0, 
1657766774.2789996, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.2814887, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.2839665, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.28646, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.288984, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.2914417, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.2939177, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.2963927, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.2989023, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.3104405, 0, 1, 1, 0, 0, 0, 0, 0, 
1657766774.3130555, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.3155267, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.3180099, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.3232112, 0, 1, 1, 0, 0, 0, 0, 0, 
1657766774.3261225, 2, 1, 0, 0, 0, 0, 0, 0, 
1657766774.3286633, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.3311663, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.3336284, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.3361244, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.3694878, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.3719695, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.3743021, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.3766272, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.378965, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.3812888, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.3836133, 1, 1, 0, 0, 0, 0, 0, 0, 
1657766774.3859653, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.3883314, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.3906722, 0, 1, 0, 0, 0, 0, 0, 0, 
1657766774.3979, 0, 1, 0, 0, 0, 0, 0, 0, 
