SystemTime, TimeStamp, Latitude, Longitude, FixQuality, Satellites, Altitude, Knots, TrackAngle, HDilution, HGeoID, 
1658972623.273748, 1:45:31, 40.247495, -111.64441666666669, 1, 3, 166.4, -, -, 3.66, -16.4, 
1658972623.7901392, 1:45:32, 40.24749666666666, -111.64441166666666, 1, 3, 166.4, 0.32, 0.0, 3.65, -16.4, 
1658972624.3801813, 1:45:32, 40.24749833333333, -111.64440833333335, 1, 3, 166.4, 0.22, 0.0, 3.66, -16.4, 
1658972624.9012134, 1:45:33, 40.247499999999995, -111.64440833333335, 1, 3, 166.4, 0.26, 0.0, 3.66, -16.4, 
1658972625.4261696, 1:45:33, 40.24749833333333, -111.64441166666666, 1, 3, 166.4, 0.31, 0.0, 3.65, -16.4, 
1658972625.9792252, 1:45:34, 40.247510000000005, -111.64441666666669, 1, 3, 166.4, 0.41, 0.0, 3.65, -16.4, 
1658972626.4967065, 1:45:34, 40.24753, -111.64442499999998, 1, 3, 166.4, 0.64, 303.11, 3.65, -16.4, 
1658972627.0131953, 1:45:35, 40.24755833333334, -111.64443666666666, 1, 3, 166.4, 0.95, 316.02, 3.65, -16.4, 
1658972627.5793083, 1:45:35, 40.247573333333335, -111.64444833333333, 1, 3, 166.4, 0.91, 310.13, 3.65, -16.4, 
1658972628.1145957, 1:45:36, 40.24758666666666, -111.64446666666666, 1, 3, 166.4, 1.04, 311.19, 3.65, -16.4, 
1658972628.6270247, 1:45:36, 40.24758666666666, -111.64446666666666, 1, 3, 166.4, 1.04, 311.19, 3.65, -16.4, 
1658972629.181979, 1:45:37, 40.247593333333334, -111.64447833333334, 1, 3, 166.4, 1.2, 314.82, 3.65, -16.4, 
1658972629.7032247, 1:45:37, 40.24758833333333, -111.64448333333333, 1, 3, 166.4, 1.0, 314.82, 3.65, -16.4, 
1658972630.2705874, 1:45:38, 40.24758166666666, -111.64449666666665, 1, 3, 166.4, 0.79, 325.16, 3.65, -16.4, 
1658972630.7948635, 1:45:39, 40.24757833333333, -111.64450000000001, 1, 3, 166.4, 0.69, 324.29, 3.65, -16.4, 
1658972631.3802528, 1:45:39, 40.24757833333333, -111.64450166666666, 1, 3, 166.4, 0.61, 318.78, 3.66, -16.4, 
1658972631.9028676, 1:45:40, 40.24757833333333, -111.644505, 1, 3, 166.4, 0.58, 317.36, 3.65, -16.4, 
1658972632.4786768, 1:45:40, 40.24758, -111.64450333333335, 1, 3, 166.4, 0.53, 317.36, 3.65, -16.4, 
1658972632.998608, 1:45:41, 40.24758166666666, -111.64450166666666, 1, 3, 166.4, 0.52, 317.36, 3.65, -16.4, 
1658972633.5159311, 1:45:41, 40.247585, -111.64450166666666, 1, 3, 166.4, 0.52, 317.36, 3.65, -16.4, 
1658972634.0988247, 1:45:42, 40.247585, -111.64450333333335, 1, 3, 166.4, 0.54, 317.36, 30.79, -16.4, 
1658972634.616949, 1:45:42, 40.24758333333333, -111.644505, 1, 3, 166.4, 0.54, 317.36, 3.65, -16.4, 
1658972635.181104, 1:45:43, 40.247585, -111.644505, 1, 3, 166.4, 0.53, 317.36, 3.65, -16.4, 
1658972635.7003915, 1:45:43, 40.247585, -111.644505, 1, 3, 166.4, 0.52, 317.36, 3.65, -16.4, 
1658972636.2717714, 1:45:44, 40.247589999999995, -111.64450333333335, 1, 3, 166.4, 0.49, 317.36, 3.65, -16.4, 
1658972636.7885995, 1:45:45, 40.247593333333334, -111.64450333333335, 1, 3, 166.4, 0.46, 317.36, 3.65, -16.4, 
1658972637.3873398, 1:45:45, 40.247595000000004, -111.64450166666666, 1, 3, 166.4, 0.43, 317.36, 3.65, -16.4, 
1658972637.9072866, 1:45:46, 40.247595000000004, -111.64450333333335, 1, 3, 166.4, 0.41, 317.36, 30.82, -16.4, 
1658972638.4788926, 1:45:46, 40.24759666666667, -111.64450333333335, 1, 3, 166.4, 0.4, 317.36, 30.82, -16.4, 
1658972638.9977183, 1:45:47, 40.24759666666667, -111.64450666666669, 1, 3, 166.4, 0.4, 317.36, 30.83, -16.4, 
1658972639.528264, 1:45:47, 40.24759666666667, -111.64451166666667, 1, 3, 166.4, 0.39, 317.36, 3.65, -16.4, 
1658972640.0940483, 1:45:48, 40.24759666666667, -111.64451833333332, 1, 3, 166.4, 0.41, 317.36, 3.65, -16.4, 
1658972640.613724, 1:45:48, 40.24759666666667, -111.64452000000001, 1, 3, 166.4, 0.42, 317.36, 3.65, -16.4, 
1658972641.1806595, 1:45:49, 40.247598333333336, -111.64452333333332, 1, 3, 166.4, 0.41, 317.36, 3.65, -16.4, 
1658972641.702587, 1:45:49, 40.247600000000006, -111.644525, 1, 3, 166.4, 0.42, 317.36, 3.65, -16.4, 
1658972642.2737148, 1:45:50, 40.24762833333333, -111.64453833333333, 1, 3, 166.4, 0.83, 328.98, 3.65, -16.4, 
1658972642.7946227, 1:45:51, 40.247625, -111.64454166666668, 1, 3, 166.4, 0.92, 325.14, 3.65, -16.4, 
1658972643.382166, 1:45:51, 40.24762833333333, -111.64454666666667, 1, 3, 166.4, 0.93, 312.4, 3.65, -16.4, 
1658972643.908613, 1:45:52, 40.24763666666667, -111.64455166666667, 1, 3, 166.4, 1.0, 314.26, 3.65, -16.4, 
1658972644.4803088, 1:45:52, 40.247640000000004, -111.64455500000001, 1, 3, 166.4, 1.03, 314.16, 3.65, -16.4, 
1658972645.009173, 1:45:53, 40.247645000000006, -111.64455833333335, 1, 3, 166.4, 1.09, 314.05, 3.65, -16.4, 
1658972645.5841196, 1:45:53, 40.24765166666667, -111.64456333333334, 1, 3, 166.4, 1.19, 312.78, 3.65, -16.4, 
1658972646.1131594, 1:45:54, 40.247659999999996, -111.64456999999999, 1, 3, 166.4, 1.3, 311.28, 3.65, -16.4, 
1658972646.6286614, 1:45:54, 40.247663333333335, -111.64457166666668, 1, 3, 166.4, 1.34, 311.33, 3.65, -16.4, 
1658972647.1818178, 1:45:55, 40.247665, -111.64457833333333, 1, 3, 166.4, 1.35, 307.02, 3.65, -16.4, 
1658972647.7719493, 1:45:56, 40.247674999999994, -111.64458666666665, 1, 3, 166.4, 1.46, 308.27, 3.65, -16.4, 
1658972648.2903705, 1:45:56, 40.247674999999994, -111.64459166666666, 1, 3, 166.4, 1.52, 307.62, 3.65, -16.4, 
1658972648.8803246, 1:45:57, 40.24767833333333, -111.64459666666669, 1, 3, 166.4, 1.56, 305.96, 3.65, -16.4, 
1658972649.3993695, 1:45:57, 40.24768166666667, -111.64460166666667, 1, 3, 166.4, 1.63, 305.87, 3.65, -16.4, 
1658972649.918211, 1:45:58, 40.247683333333335, -111.64460833333332, 1, 3, 166.4, 1.66, 303.65, 3.65, -16.4, 
1658972650.4813094, 1:45:58, 40.247685000000004, -111.644615, 1, 3, 166.4, 1.7, 303.07, 3.65, -16.4, 
1658972651.0067613, 1:45:59, 40.24769, -111.64462, 1, 3, 166.4, 1.75, 303.12, 3.65, -16.4, 
1658972651.5810084, 1:45:59, 40.24769166666667, -111.64462666666668, 1, 3, 166.4, 1.76, 302.1, 3.65, -16.4, 
1658972652.1199193, 1:46:0, 40.247695, -111.64463499999998, 1, 3, 166.4, 1.82, 301.71, 3.65, -16.4, 
1658972652.6218061, 1:46:0, 40.247695, -111.64463499999998, 1, 3, 166.4, 1.82, 301.71, 3.65, -16.4, 
1658972653.1815078, 1:46:1, 40.2477, -111.64464500000001, 1, 3, 166.4, 1.87, 299.8, 3.65, -16.4, 
1658972653.7728934, 1:46:2, 40.247703333333334, -111.64465999999999, 1, 3, 166.4, 1.92, 297.66, 3.65, -16.4, 
1658972654.2937536, 1:46:2, 40.247708333333335, -111.64466499999999, 1, 3, 166.4, 1.96, 296.15, 3.65, -16.4, 
1658972654.8832676, 1:46:3, 40.24771166666667, -111.64467, 1, 3, 166.4, 2.02, 297.85, 3.65, -16.4, 
1658972655.4011302, 1:46:3, 40.24771333333333, -111.64467666666665, 1, 3, 166.5, 2.05, 296.73, 3.65, -16.4, 
1658972655.9824722, 1:46:4, 40.24771666666666, -111.64468166666666, 1, 3, 166.5, 2.07, 297.18, 3.65, -16.4, 
1658972656.499686, 1:46:4, 40.24771666666666, -111.64468833333333, 1, 3, 166.5, 2.08, 296.22, 3.65, -16.4, 
1658972657.0179605, 1:46:5, 40.24771833333333, -111.64469333333334, 1, 3, 166.5, 2.08, 295.05, 3.65, -16.4, 
1658972657.585079, 1:46:5, 40.24772166666666, -111.64469833333332, 1, 3, 166.5, 2.08, 296.17, 3.65, -16.4, 
1658972658.1199071, 1:46:6, 40.247730000000004, -111.644705, 1, 3, 166.5, 2.07, 298.37, 3.65, -16.4, 
1658972658.621279, 1:46:6, 40.247730000000004, -111.644705, 1, 3, 166.5, 2.07, 298.37, 3.65, -16.4, 
1658972659.185115, 1:46:7, 40.24773166666667, -111.64471666666668, 1, 3, 166.5, 2.08, 297.09, 3.65, -16.4, 
1658972659.7721705, 1:46:8, 40.247735, -111.64473333333332, 1, 3, 166.5, 2.11, 294.91, 3.65, -16.4, 
1658972660.2895384, 1:46:8, 40.24773666666667, -111.64474166666666, 1, 3, 166.5, 2.15, 294.15, 3.65, -16.4, 
1658972660.8830664, 1:46:9, 40.24774, -111.64474999999999, 1, 3, 166.5, 2.26, 293.68, 3.65, -16.4, 
1658972661.415027, 1:46:9, 40.24774166666667, -111.64475833333333, 1, 3, 166.5, 2.32, 293.26, 3.65, -16.4, 
1658972661.9818194, 1:46:10, 40.247745, -111.644765, 1, 3, 166.5, 2.37, 293.22, 3.65, -16.4, 
1658972662.5007546, 1:46:10, 40.247745, -111.64477000000001, 1, 3, 166.5, 2.41, 292.87, 3.65, -16.4, 
1658972663.0177765, 1:46:11, 40.247748333333334, -111.64477833333333, 1, 3, 166.5, 2.45, 293.03, 3.65, -16.4, 
1658972663.5832574, 1:46:11, 40.24774333333333, -111.64478666666668, 1, 3, 166.5, 2.47, 290.32, 3.65, -16.4, 
1658972664.117648, 1:46:12, 40.247746666666664, -111.64479833333334, 1, 3, 166.5, 2.53, 290.35, 3.65, -16.4, 
1658972664.618913, 1:46:12, 40.247746666666664, -111.64479833333334, 1, 3, 166.5, 2.53, 290.35, 3.65, -16.4, 
1658972665.1815314, 1:46:13, 40.247751666666666, -111.64481333333333, 1, 3, 166.6, 2.56, 290.04, 3.65, -16.4, 
1658972665.7008698, 1:46:13, 40.24775666666667, -111.64482333333332, 1, 3, 166.6, 2.6, 290.27, 3.65, -16.4, 
1658972666.2737617, 1:46:14, 40.247764999999994, -111.64484333333333, 1, 3, 166.6, 2.65, 289.84, 3.65, -16.4, 
1658972666.8046443, 1:46:15, 40.247766666666664, -111.64485333333332, 1, 3, 166.6, 2.71, 290.43, 3.65, -16.4, 
1658972667.3834875, 1:46:15, 40.247769999999996, -111.64486000000001, 1, 3, 166.6, 2.79, 289.63, 3.65, -16.4, 
1658972667.9011996, 1:46:16, 40.247775000000004, -111.64487, 1, 3, 166.6, 2.82, 290.21, 3.65, -16.4, 
1658972668.4291444, 1:46:16, 40.24777666666667, -111.64488000000001, 1, 3, 166.6, 2.85, 290.24, 3.65, -16.4, 
1658972668.9842334, 1:46:17, 40.24778, -111.64488833333334, 1, 3, 166.6, 2.86, 290.61, 3.65, -16.4, 
1658972669.5047143, 1:46:17, 40.247785, -111.64489666666665, 1, 3, 166.6, 2.88, 291.06, 3.65, -16.4, 
1658972670.0340977, 1:46:18, 40.247785, -111.64491000000001, 1, 3, 166.7, 2.89, 289.52, 3.65, -16.4, 
1658972670.5444088, 1:46:18, 40.247785, -111.64491000000001, 1, 3, 166.7, 2.9, 289.05, 3.65, -16.4, 
1658972671.0871875, 1:46:19, 40.24779, -111.64492666666665, 1, 3, 166.7, 2.92, 289.33, 3.65, -16.4, 
1658972671.6049857, 1:46:19, 40.247791666666664, -111.64493333333333, 1, 3, 166.7, 2.93, 289.63, 3.65, -16.4, 
1658972672.1830478, 1:46:20, 40.247794999999996, -111.64493666666667, 1, 3, 166.7, 2.94, 289.81, 3.65, -16.4, 
1658972672.7720919, 1:46:21, 40.24780166666667, -111.64495166666666, 1, 3, 166.7, 3.22, 289.19, 3.65, -16.4, 
1658972673.292398, 1:46:21, 40.24780333333333, -111.64495833333334, 1, 3, 166.7, 3.28, 287.92, 3.65, -16.4, 
1658972673.880083, 1:46:22, 40.247805, -111.64496833333332, 1, 3, 166.7, 3.18, 286.4, 3.65, -16.4, 
