SystemTime, ADC 1 (Vibration), ADC 2 (Battery), 
1658971944.7216206, 887, 6, 
1658971944.7247262, 818, 6, 
1658971944.7272036, 755, 6, 
1658971944.7296815, 697, 6, 
1658971944.732014, 643, 6, 
1658971944.7344582, 594, 6, 
1658971944.7368283, 548, 6, 
1658971944.7391887, 507, 6, 
1658971944.7414923, 469, 6, 
1658971944.7439775, 433, 6, 
1658971944.7547686, 403, 6, 
1658971944.7574542, 373, 6, 
1658971944.7598999, 345, 6, 
1658971944.7622144, 319, 6, 
1658971944.7645133, 295, 6, 
1658971944.7668605, 272, 6, 
1658971944.7691524, 252, 6, 
1658971944.7714396, 233, 6, 
1658971944.7737377, 215, 6, 
1658971944.776306, 200, 6, 
1658971944.7854924, 186, 6, 
1658971944.7924514, 174, 6, 
1658971944.7962263, 161, 6, 
1658971944.7987149, 149, 6, 
1658971944.8013859, 138, 6, 
1658971944.8038204, 127, 6, 
1658971944.806429, 118, 6, 
1658971944.8088624, 110, 6, 
1658971944.8112411, 101, 6, 
1658971944.8135672, 95, 6, 
1658971944.8227143, 89, 6, 
1658971944.825185, 82, 6, 
1658971944.8275669, 76, 6, 
1658971944.8298802, 71, 6, 
1658971944.8322191, 65, 6, 
1658971944.8345182, 60, 6, 
1658971944.8368685, 56, 6, 
1658971944.8391643, 52, 6, 
1658971944.8414605, 48, 6, 
1658971944.8442469, 45, 6, 
1658971944.852036, 42, 6, 
1658971944.8545096, 40, 6, 
1658971944.8568788, 37, 6, 
1658971944.8591866, 34, 6, 
1658971944.8614914, 32, 6, 
1658971944.863795, 30, 6, 
1658971944.8663526, 27, 6, 
1658971944.8689864, 26, 6, 
1658971944.8714378, 24, 6, 
1658971944.873745, 22, 6, 
1658971944.880865, 22, 6, 
1658971944.883337, 20, 6, 
1658971944.885647, 18, 6, 
1658971944.8879807, 17, 6, 
1658971944.8903472, 15, 5, 
1658971944.8930137, 15, 6, 
1658971944.8953662, 14, 6, 
1658971944.8976996, 13, 6, 
1658971944.8999977, 12, 6, 
1658971944.9023001, 11, 6, 
1658971944.9112365, 11, 6, 
1658971944.9138725, 11, 6, 
1658971944.9169626, 10, 6, 
1658971944.9196024, 9, 6, 
1658971944.926188, 9, 6, 
1658971944.9296348, 8, 6, 
1658971944.932766, 8, 6, 
1658971944.935298, 8, 6, 
1658971944.9379122, 7, 6, 
1658971944.940425, 7, 6, 
1658971944.9503765, 7, 6, 
1658971944.9530754, 6, 6, 
1658971944.9560528, 6, 6, 
1658971944.9586446, 5, 6, 
1658971944.9612374, 5, 6, 
1658971944.9636633, 5, 5, 
1658971944.966054, 5, 6, 
1658971944.9685953, 5, 6, 
1658971944.9710248, 4, 6, 
1658971944.9734182, 4, 6, 
1658971944.9912214, 4, 6, 
1658971944.9936743, 4, 6, 
1658971944.9960382, 5, 6, 
1658971944.9983385, 4, 6, 
1658971945.0006447, 4, 6, 
1658971945.003459, 3, 6, 
1658971945.0058613, 3, 6, 
1658971945.0081935, 3, 6, 
1658971945.010496, 3, 6, 
1658971945.012801, 3, 6, 
1658971945.0203552, 3, 6, 
1658971945.0228186, 2, 6, 
1658971945.025326, 2, 6, 
1658971945.028058, 2, 6, 
1658971945.0304496, 2, 5, 
1658971945.0331805, 3, 6, 
1658971945.0355177, 2, 6, 
1658971945.037902, 2, 6, 
1658971945.0402298, 1, 6, 
1658971945.0427482, 2, 6, 
1658971945.0497746, 2, 6, 
1658971945.0522437, 1, 6, 
1658971945.0547457, 2, 6, 
1658971945.0570996, 2, 6, 
1658971945.059424, 2, 6, 
1658971945.061731, 2, 6, 
1658971945.064031, 2, 6, 
1658971945.0665555, 2, 6, 
1658971945.0688622, 2, 6, 
1658971945.0711458, 1, 6, 
1658971945.0787494, 2, 6, 
1658971945.0811505, 2, 6, 
1658971945.0834527, 1, 6, 
1658971945.085767, 1, 6, 
1658971945.088063, 1, 6, 
1658971945.0905948, 0, 6, 
1658971945.092957, 1, 6, 
1658971945.0986886, 1, 6, 
1658971945.1018002, 2, 6, 
1658971945.1044083, 2, 6, 
1658971945.1155162, 1, 6, 
1658971945.1179247, 1, 6, 
1658971945.1202247, 1, 6, 
1658971945.1225107, 1, 6, 
1658971945.1248965, 0, 5, 
1658971945.1273983, 0, 6, 
1658971945.1297839, 0, 6, 
1658971945.132075, 1, 6, 
1658971945.1343668, 1, 6, 
1658971945.1366959, 0, 6, 
1658971945.1435108, 2, 6, 
1658971945.1460035, 1, 6, 
1658971945.1482954, 1, 6, 
1658971945.1509128, 0, 6, 
1658971945.1532974, 1, 6, 
1658971945.1555848, 1, 6, 
1658971945.1578755, 2, 6, 
1658971945.160163, 1, 6, 
1658971945.1624448, 0, 6, 
1658971945.1647394, 0, 6, 
1658971945.1716564, 1, 6, 
1658971945.1743731, 0, 6, 
1658971945.1769502, 1, 6, 
1658971945.1792486, 1, 6, 
1658971945.1815321, 1, 6, 
1658971945.18382, 1, 6, 
1658971945.1861322, 0, 6, 
1658971945.1884162, 1, 6, 
1658971945.190699, 0, 6, 
1658971945.1929927, 1, 6, 
1658971945.2009017, 0, 6, 
1658971945.2033122, 1, 6, 
1658971945.2056065, 0, 6, 
1658971945.207899, 0, 6, 
1658971945.2101822, 0, 6, 
1658971945.2124696, 1, 6, 
1658971945.214754, 1, 6, 
1658971945.2170405, 0, 6, 
1658971945.219327, 0, 6, 
1658971945.2219117, 0, 5, 
1658971945.2314446, 1, 6, 
1658971945.234702, 1, 6, 
1658971945.2372916, 0, 6, 
1658971945.239588, 0, 6, 
1658971945.2418754, 1, 6, 
1658971945.2441633, 1, 6, 
1658971945.2464526, 0, 6, 
1658971945.2487428, 1, 6, 
1658971945.2510333, 0, 6, 
1658971945.253318, 0, 6, 
1658971945.2623467, 1, 6, 
1658971945.2647629, 0, 6, 
1658971945.2670572, 0, 6, 
1658971945.269346, 0, 6, 
1658971945.2716339, 1, 6, 
1658971945.273923, 1, 6, 
1658971945.2762504, 0, 6, 
1658971945.2785347, 1, 6, 
1658971945.2808282, 1, 6, 
1658971945.2833228, 0, 6, 
1658971945.2905622, 0, 6, 
1658971945.2929838, 0, 6, 
1658971945.2953238, 0, 6, 
1658971945.2976174, 0, 6, 
1658971945.2999043, 0, 6, 
1658971945.3021886, 0, 6, 
1658971945.304559, 0, 6, 
1658971945.3071258, 0, 6, 
1658971945.3094308, 0, 6, 
1658971945.3117225, 0, 6, 
1658971945.3186536, 0, 6, 
1658971945.3210554, 0, 6, 
1658971945.323349, 0, 6, 
1658971945.3256319, 0, 6, 
1658971945.3279226, 0, 6, 
1658971945.3306122, 0, 6, 
1658971945.3329432, 0, 6, 
1658971945.3353744, 0, 6, 
1658971945.3377626, 0, 6, 
1658971945.3400493, 0, 6, 
1658971945.3471615, 0, 6, 
1658971945.3495803, 0, 6, 
1658971945.3519728, 0, 6, 
1658971945.3547454, 0, 6, 
1658971945.3575377, 0, 6, 
1658971945.3605516, 0, 6, 
1658971945.363295, 0, 6, 
1658971945.3660612, 0, 6, 
1658971945.3687932, 1, 6, 
1658971945.3717968, 1, 6, 
1658971945.3797536, 0, 6, 
1658971945.3826118, 0, 6, 
1658971945.3853452, 0, 6, 
1658971945.3880756, 0, 6, 
1658971945.3907995, 0, 6, 
1658971945.3935497, 0, 6, 
1658971945.3966846, 0, 6, 
1658971945.3995507, 0, 5, 
1658971945.4059849, 0, 5, 
1658971945.4098032, 2, 5, 
1658971945.4193454, 0, 6, 
1658971945.4222162, 1, 5, 
1658971945.4249494, 1, 6, 
1658971945.427674, 0, 6, 
1658971945.430396, 1, 6, 
1658971945.4336185, 0, 5, 
1658971945.436449, 1, 6, 
1658971945.439177, 0, 6, 
1658971945.4418967, 0, 6, 
1658971945.4446146, 0, 6, 
1658971945.4523625, 0, 6, 
1658971945.4551706, 0, 6, 
1658971945.4583209, 0, 6, 
1658971945.4608727, 1, 6, 
1658971945.463414, 1, 6, 
1658971945.465998, 1, 5, 
1658971945.4685392, 0, 6, 
1658971945.4710786, 0, 6, 
1658971945.4736168, 0, 6, 
1658971945.4761891, 0, 6, 
1658971945.4836822, 0, 6, 
1658971945.4864132, 0, 6, 
1658971945.4889872, 0, 6, 
1658971945.4915285, 0, 6, 
1658971945.494073, 0, 6, 
1658971945.496655, 0, 6, 
1658971945.4992013, 0, 6, 
1658971945.5017421, 0, 6, 
1658971945.5047138, 0, 5, 
1658971945.5075366, 0, 6, 
1658971945.5151536, 0, 5, 
1658971945.5178277, 0, 6, 
1658971945.520383, 0, 6, 
1658971945.5229242, 0, 5, 
1658971945.5254643, 0, 6, 
1658971945.5281327, 1, 5, 
1658971945.5308666, 0, 6, 
1658971945.5335264, 0, 6, 
1658971945.5386527, 1, 5, 
1658971945.5428567, 0, 6, 
1658971945.550345, 0, 5, 
1658971945.5530598, 0, 6, 
1658971945.5556333, 0, 6, 
1658971945.5581765, 0, 6, 
1658971945.5607252, 0, 6, 
1658971945.5632696, 1, 6, 
1658971945.5662549, 1, 5, 
1658971945.5688658, 0, 5, 
1658971945.571403, 0, 6, 
1658971945.573941, 0, 6, 
1658971945.581277, 0, 6, 
1658971945.5839455, 0, 6, 
1658971945.5865395, 0, 6, 
1658971945.5892198, 0, 5, 
1658971945.592192, 0, 6, 
1658971945.5947382, 1, 5, 
1658971945.5972805, 0, 6, 
1658971945.599824, 0, 6, 
1658971945.6023602, 0, 5, 
1658971945.604903, 1, 6, 
1658971945.6144028, 0, 5, 
1658971945.6171193, 0, 6, 
1658971945.6196756, 0, 5, 
1658971945.6222193, 0, 5, 
1658971945.624792, 0, 6, 
