SystemTime, TimeStamp, Latitude, Longitude, FixQuality, Satellites, Altitude, Knots, TrackAngle, HDilution, HGeoID, 
1654807777.264118, -, -, -, -, -, -, -, -, -, -, 
1654807777.268296, -, -, -, -, -, -, -, -, -, -, 
1654807777.2723875, -, -, -, -, -, -, -, -, -, -, 
1654807777.2763264, -, -, -, -, -, -, -, -, -, -, 
1654807777.280381, -, -, -, -, -, -, -, -, -, -, 
1654807777.2848694, -, -, -, -, -, -, -, -, -, -, 
1654807777.2906084, -, -, -, -, -, -, -, -, -, -, 
1654807777.2943609, -, -, -, -, -, -, -, -, -, -, 
1654807777.2983057, -, -, -, -, -, -, -, -, -, -, 
1654807777.302242, -, -, -, -, -, -, -, -, -, -, 
1654807777.3063662, -, -, -, -, -, -, -, -, -, -, 
1654807777.3105779, -, -, -, -, -, -, -, -, -, -, 
1654807777.3168826, -, -, -, -, -, -, -, -, -, -, 
1654807777.321117, -, -, -, -, -, -, -, -, -, -, 
1654807777.3264568, -, -, -, -, -, -, -, -, -, -, 
1654807777.3301837, -, -, -, -, -, -, -, -, -, -, 
1654807777.3341408, -, -, -, -, -, -, -, -, -, -, 
1654807777.3380475, -, -, -, -, -, -, -, -, -, -, 
1654807777.3491004, -, -, -, -, -, -, -, -, -, -, 
1654807777.354149, -, -, -, -, -, -, -, -, -, -, 
1654807777.3584788, -, -, -, -, -, -, -, -, -, -, 
1654807777.3641794, -, -, -, -, -, -, -, -, -, -, 
1654807777.3954682, -, -, -, -, -, -, -, -, -, -, 
1654807777.4015088, -, -, -, -, -, -, -, -, -, -, 
1654807777.4054725, -, -, -, -, -, -, -, -, -, -, 
1654807777.446332, -, -, -, -, -, -, -, -, -, -, 
1654807777.4534261, -, -, -, -, -, -, -, -, -, -, 
1654807777.4576948, -, -, -, -, -, -, -, -, -, -, 
1654807777.4641025, -, -, -, -, -, -, -, -, -, -, 
1654807777.4687796, -, -, -, -, -, -, -, -, -, -, 
1654807777.4734883, -, -, -, -, -, -, -, -, -, -, 
1654807777.4782753, -, -, -, -, -, -, -, -, -, -, 
1654807777.4826767, -, -, -, -, -, -, -, -, -, -, 
1654807777.4931886, -, -, -, -, -, -, -, -, -, -, 
1654807777.5011878, -, -, -, -, -, -, -, -, -, -, 
1654807777.5053163, -, -, -, -, -, -, -, -, -, -, 
1654807777.5094848, -, -, -, -, -, -, -, -, -, -, 
1654807777.513746, -, -, -, -, -, -, -, -, -, -, 
1654807777.5189817, -, -, -, -, -, -, -, -, -, -, 
1654807777.5238702, -, -, -, -, -, -, -, -, -, -, 
1654807777.5300145, -, -, -, -, -, -, -, -, -, -, 
1654807777.5374238, -, -, -, -, -, -, -, -, -, -, 
1654807777.5418243, -, -, -, -, -, -, -, -, -, -, 
1654807777.5463934, -, -, -, -, -, -, -, -, -, -, 
1654807777.5506325, -, -, -, -, -, -, -, -, -, -, 
1654807777.5551434, -, -, -, -, -, -, -, -, -, -, 
1654807777.5616598, -, -, -, -, -, -, -, -, -, -, 
1654807777.566188, -, -, -, -, -, -, -, -, -, -, 
1654807777.5706165, -, -, -, -, -, -, -, -, -, -, 
1654807777.575131, -, -, -, -, -, -, -, -, -, -, 
1654807777.5797563, -, -, -, -, -, -, -, -, -, -, 
1654807777.5845134, -, -, -, -, -, -, -, -, -, -, 
1654807777.5910692, -, -, -, -, -, -, -, -, -, -, 
1654807777.5960073, -, -, -, -, -, -, -, -, -, -, 
1654807777.6005857, -, -, -, -, -, -, -, -, -, -, 
1654807777.604969, -, -, -, -, -, -, -, -, -, -, 
1654807777.6093335, -, -, -, -, -, -, -, -, -, -, 
1654807777.613639, -, -, -, -, -, -, -, -, -, -, 
1654807777.6216917, -, -, -, -, -, -, -, -, -, -, 
1654807777.6265602, -, -, -, -, -, -, -, -, -, -, 
