SystemTime, ADC, 
1655756218.4478478, 7, 
1655756218.450981, 6, 
1655756218.4533584, 5, 
1655756218.4557006, 4, 
1655756218.4580343, 3, 
1655756218.460526, 1, 
1655756218.462898, 3, 
1655756218.4652312, 1, 
1655756218.467632, 0, 
1655756218.4700196, 1, 
1655756218.481292, 0, 
1655756218.484405, 0, 
1655756218.4867163, 0, 
1655756218.4890122, 0, 
1655756218.4913044, 0, 
1655756218.4936073, 0, 
1655756218.4959002, 0, 
1655756218.4981954, 0, 
1655756218.5004904, 0, 
1655756218.5028076, 0, 
1655756218.5152855, 0, 
1655756218.518643, 0, 
1655756218.521186, 0, 
1655756218.5235755, 0, 
1655756218.5259302, 0, 
1655756218.5282288, 0, 
1655756218.530536, 0, 
1655756218.5329037, 0, 
1655756218.5352235, 0, 
1655756218.537536, 0, 
1655756218.5457454, 0, 
1655756218.5481803, 0, 
1655756218.550502, 0, 
1655756218.5528572, 0, 
1655756218.5551658, 0, 
1655756218.5574872, 0, 
1655756218.559782, 0, 
1655756218.5621262, 0, 
1655756218.5644698, 0, 
1655756218.5669477, 0, 
1655756218.5752943, 0, 
1655756218.5782485, 0, 
1655756218.5810542, 0, 
1655756218.5838706, 0, 
1655756218.5866778, 0, 
1655756218.5894983, 0, 
1655756218.5927575, 0, 
1655756218.595634, 0, 
1655756218.5984619, 0, 
1655756218.6012635, 0, 
1655756218.612204, 0, 
1655756218.6151342, 0, 
1655756218.61837, 0, 
1655756218.6211295, 0, 
1655756218.6238868, 0, 
1655756218.6266303, 0, 
1655756218.6294, 0, 
1655756218.6321373, 0, 
1655756218.634878, 0, 
1655756218.637617, 0, 
1655756218.6460814, 0, 
1655756218.653499, 0, 
1655756218.6565387, 1, 
1655756218.6592839, 0, 
1655756218.6620705, 0, 
1655756218.6648097, 0, 
1655756218.667652, 0, 
1655756218.6703715, 0, 
1655756218.6729803, 0, 
1655756218.6756916, 0, 
1655756218.6837773, 0, 
1655756218.6864688, 0, 
1655756218.689027, 0, 
1655756218.6916008, 0, 
1655756218.694163, 0, 
1655756218.6967294, 0, 
1655756218.6992886, 0, 
1655756218.7022939, 0, 
1655756218.7049537, 0, 
1655756218.7075164, 0, 
1655756218.7146811, 0, 
1655756218.7173817, 0, 
1655756218.7199984, 0, 
1655756218.7226183, 0, 
1655756218.7256224, 0, 
1655756218.7284882, 0, 
