SystemTime, TimeStamp, Latitude, Longitude, FixQuality, Satellites, Altitude, Knots, TrackAngle, HDilution, HGeoID, 
1657761490.8493934, -, -, -, -, -, -, -, -, -, -, 
1657761490.990116, -, -, -, -, -, -, -, -, -, -, 
1657761492.2229445, -, -, -, -, -, -, -, -, -, -, 
1657761492.3632083, -, -, -, -, -, -, -, -, -, -, 
1657761492.4942977, -, -, -, -, -, -, -, -, -, -, 
1657761492.6337085, -, -, -, -, -, -, -, -, -, -, 
1657761492.782636, -, -, -, -, -, -, -, -, -, -, 
1657761492.91533, -, -, -, -, -, -, -, -, -, -, 
1657761493.0748992, -, -, -, -, -, -, -, -, -, -, 
1657761493.2252634, -, -, -, -, -, -, -, -, -, -, 
1657761493.3560047, -, -, -, -, -, -, -, -, -, -, 
1657761493.4845095, -, -, -, -, -, -, -, -, -, -, 
1657761493.627189, -, -, -, -, -, -, -, -, -, -, 
1657761493.7548897, -, -, -, -, -, -, -, -, -, -, 
1657761493.8900309, -, -, -, -, -, -, -, -, -, -, 
1657761494.0251958, -, -, -, -, -, -, -, -, -, -, 
1657761494.162247, -, -, -, -, -, -, -, -, -, -, 
1657761494.3030841, -, -, -, -, -, -, -, -, -, -, 
1657761494.436478, -, -, -, -, -, -, -, -, -, -, 
1657761494.5801272, -, -, -, -, -, -, -, -, -, -, 
1657761494.7256086, -, -, -, -, -, -, -, -, -, -, 
1657761494.8693511, -, -, -, -, -, -, -, -, -, -, 
1657761495.0003335, -, -, -, -, -, -, -, -, -, -, 
1657761495.135361, -, -, -, -, -, -, -, -, -, -, 
1657761495.2768192, -, -, -, -, -, -, -, -, -, -, 
1657761495.4106998, -, -, -, -, -, -, -, -, -, -, 
1657761495.5467036, -, -, -, -, -, -, -, -, -, -, 
1657761495.684928, -, -, -, -, -, -, -, -, -, -, 
1657761495.806451, -, -, -, -, -, -, -, -, -, -, 
1657761495.9271698, -, -, -, -, -, -, -, -, -, -, 
1657761496.0611105, -, -, -, -, -, -, -, -, -, -, 
1657761496.1899297, -, -, -, -, -, -, -, -, -, -, 
1657761496.3103907, -, -, -, -, -, -, -, -, -, -, 
1657761496.4396932, -, -, -, -, -, -, -, -, -, -, 
1657761496.5824842, -, -, -, -, -, -, -, -, -, -, 
1657761496.7252483, -, -, -, -, -, -, -, -, -, -, 
1657761496.8647444, -, -, -, -, -, -, -, -, -, -, 
1657761496.993909, -, -, -, -, -, -, -, -, -, -, 
1657761497.1222334, -, -, -, -, -, -, -, -, -, -, 
1657761497.257136, -, -, -, -, -, -, -, -, -, -, 
1657761497.3888512, -, -, -, -, -, -, -, -, -, -, 
1657761497.5377047, -, -, -, -, -, -, -, -, -, -, 
1657761497.6715171, -, -, -, -, -, -, -, -, -, -, 
1657761497.8011544, -, -, -, -, -, -, -, -, -, -, 
1657761497.9321566, -, -, -, -, -, -, -, -, -, -, 
1657761498.0677862, -, -, -, -, -, -, -, -, -, -, 
1657761498.2139611, -, -, -, -, -, -, -, -, -, -, 
1657761498.3522487, -, -, -, -, -, -, -, -, -, -, 
1657761498.481784, -, -, -, -, -, -, -, -, -, -, 
1657761498.6124294, -, -, -, -, -, -, -, -, -, -, 
1657761498.7377396, -, -, -, -, -, -, -, -, -, -, 
1657761498.8603897, -, -, -, -, -, -, -, -, -, -, 
1657761498.991833, -, -, -, -, -, -, -, -, -, -, 
1657761499.128446, -, -, -, -, -, -, -, -, -, -, 
1657761499.2621675, -, -, -, -, -, -, -, -, -, -, 
1657761499.4008846, -, -, -, -, -, -, -, -, -, -, 
1657761499.5394073, -, -, -, -, -, -, -, -, -, -, 
1657761499.6738966, -, -, -, -, -, -, -, -, -, -, 
1657761499.8037019, -, -, -, -, -, -, -, -, -, -, 
1657761499.9420762, -, -, -, -, -, -, -, -, -, -, 
1657761500.0914507, -, -, -, -, -, -, -, -, -, -, 
1657761500.218818, -, -, -, -, -, -, -, -, -, -, 
1657761500.3681188, -, -, -, -, -, -, -, -, -, -, 
1657761500.4958627, -, -, -, -, -, -, -, -, -, -, 
1657761500.6323931, -, -, -, -, -, -, -, -, -, -, 
1657761500.7703288, -, -, -, -, -, -, -, -, -, -, 
1657761500.9018924, -, -, -, -, -, -, -, -, -, -, 
1657761501.0536335, -, -, -, -, -, -, -, -, -, -, 
1657761501.1876411, -, -, -, -, -, -, -, -, -, -, 
