SystemTime, Temp, Hum, Pres, AccelX, AccelY, AccelZ, GyroX, GyroY, GyroZ, MPRPressure, MSPressure, MSTemp, RTC, 
1655756218.4471738, 22.401171875, 27.03715106705715, 865.17239642299, 0.33, -0.19, 10.01, 0.01, 0.01, -0.01, 866.1778451862325, 865.7953076620004, 23.813366355895997, 20:16:54, 
1655756218.5197358, -, -, -, 0.33, -0.19, 10.01, 0.01, 0.01, 0.00, -, -, -, -, 
1655756218.5434687, -, -, -, 0.33, -0.19, 10.01, 0.01, 0.01, -0.00, -, -, -, -, 
1655756218.5673053, -, -, -, 0.33, -0.19, 10.01, 0.02, 0.02, 0.00, -, -, -, -, 
1655756218.59188, -, -, -, 0.33, -0.19, 10.01, 0.01, 0.01, 0.00, -, -, -, -, 
1655756218.6160119, -, -, -, 0.33, -0.19, 10.01, 0.02, 0.01, 0.00, 866.1284016113102, 865.8923214007891, 23.813366355895997, -, 
1655756218.6531854, -, -, -, 0.33, -0.19, 10.01, 0.02, 0.01, -0.00, -, -, -, -, 
1655756218.6773381, -, -, -, 0.33, -0.19, 10.01, 0.02, 0.01, 0.01, -, -, -, -, 
1655756218.7014005, -, -, -, 0.33, -0.19, 10.01, 0.01, 0.02, 0.01, -, -, -, -, 
1655756218.725292, -, -, -, 0.33, -0.19, 10.01, 0.01, 0.01, 0.00, -, -, -, -, 
1655756218.7567239, 22.401171875, 27.086643648064115, 865.1400866503085, 0.33, -0.19, 10.01, 0.02, 0.01, -0.00, 866.1127337771791, 865.8923214007891, 23.813366355895997, 20:16:54, 
1655756218.8298934, -, -, -, 0.33, -0.19, 10.01, 0.01, 0.00, 0.01, -, -, -, -, 
1655756218.8539648, -, -, -, 0.33, -0.19, 10.01, 0.02, 0.01, 0.00, -, -, -, -, 
1655756218.8780227, -, -, -, 0.33, -0.19, 10.01, 0.02, 0.01, 0.00, -, -, -, -, 
1655756218.9020038, -, -, -, 0.33, -0.19, 10.01, 0.02, 0.01, 0.00, -, -, -, -, 
1655756218.9259882, -, -, -, 0.33, -0.19, 10.01, 0.01, 0.01, 0.00, 866.1206961191145, 865.7953076620004, 23.813366355895997, -, 
