SystemTime, ADC 1 (Vibration), ADC 2 (Battery), 
1657917065.009624, 20, 1, 
1657917065.0126784, 18, 1, 
1657917065.01499, 16, 1, 
1657917065.0172567, 15, 1, 
1657917065.0194488, 30, 1, 
1657917065.0219054, 11, 1, 
1657917065.024131, 9, 1, 
1657917065.0264037, 10, 1, 
1657917065.0286949, 9, 1, 
1657917065.0310025, 8, 1, 
1657917065.0426278, 7, 1, 
1657917065.0455601, 7, 1, 
1657917065.0477304, 6, 1, 
1657917065.0498316, 5, 1, 
1657917065.0519314, 5, 1, 
1657917065.0540318, 4, 1, 
1657917065.0561771, 5, 1, 
1657917065.0583162, 4, 1, 
1657917065.0604465, 3, 1, 
1657917065.0625682, 3, 1, 
1657917065.0693712, 2, 1, 
1657917065.0717022, 2, 1, 
1657917065.076846, 2, 1, 
1657917065.0801792, 2, 1, 
1657917065.0825295, 1, 1, 
1657917065.084659, 1, 1, 
1657917065.0867834, 0, 1, 
1657917065.0889237, 1, 1, 
1657917065.0910475, 0, 1, 
1657917065.0931783, 1, 1, 
1657917065.099916, 0, 1, 
1657917065.1021397, 0, 1, 
1657917065.1042743, 0, 1, 
1657917065.1067119, 0, 1, 
1657917065.1088421, 0, 1, 
1657917065.1109776, 0, 1, 
1657917065.1131074, 0, 1, 
1657917065.115221, 0, 1, 
1657917065.1173553, 0, 1, 
1657917065.1194918, 0, 1, 
1657917065.1267343, 0, 1, 
1657917065.130048, 0, 1, 
1657917065.1325815, 0, 1, 
1657917065.1350915, 0, 1, 
1657917065.1376202, 0, 1, 
1657917065.1401298, 0, 1, 
1657917065.142625, 0, 1, 
1657917065.1451147, 0, 1, 
1657917065.1476502, 0, 1, 
1657917065.1501517, 0, 1, 
1657917065.1581068, 0, 1, 
1657917065.1607478, 0, 1, 
1657917065.1632416, 0, 1, 
1657917065.1657522, 0, 1, 
1657917065.1682847, 0, 2, 
1657917065.1707785, 0, 1, 
1657917065.1732826, 0, 1, 
1657917065.1757805, 0, 1, 
1657917065.1788938, 0, 1, 
1657917065.1814837, 0, 1, 
1657917065.191508, 0, 1, 
1657917065.1941264, 0, 1, 
1657917065.1966588, 0, 1, 
1657917065.1991642, 0, 1, 
1657917065.2022147, 0, 1, 
1657917065.2047825, 0, 1, 
1657917065.2075458, 0, 1, 
1657917065.2138503, 0, 1, 
1657917065.217537, 0, 1, 
1657917065.220038, 0, 1, 
1657917065.2274091, 0, 1, 
1657917065.229829, 0, 1, 
1657917065.2321496, 0, 1, 
1657917065.2344618, 0, 1, 
1657917065.2367713, 0, 1, 
1657917065.2395585, 0, 1, 
1657917065.2421372, 0, 1, 
1657917065.244464, 0, 1, 
1657917065.2467768, 0, 1, 
1657917065.2491171, 0, 1, 
1657917065.2563455, 0, 1, 
1657917065.2588415, 0, 1, 
1657917065.2611594, 0, 1, 
1657917065.263964, 0, 1, 
1657917065.2665617, 0, 1, 
1657917065.268952, 0, 1, 
1657917065.2712991, 0, 1, 
1657917065.2736306, 0, 1, 
1657917065.2759721, 0, 1, 
1657917065.278339, 0, 1, 
1657917065.286005, 0, 1, 
1657917065.2890148, 0, 1, 
1657917065.2914846, 0, 1, 
1657917065.2938466, 0, 1, 
1657917065.2961833, 0, 1, 
1657917065.2985744, 0, 2, 
1657917065.3009171, 0, 1, 
1657917065.3032641, 0, 1, 
1657917065.3056035, 0, 1, 
1657917065.3079624, 0, 1, 
1657917065.3195071, 0, 1, 
1657917065.3220587, 0, 1, 
1657917065.3247726, 0, 1, 
1657917065.3271506, 0, 1, 
1657917065.3294683, 0, 1, 
1657917065.3317893, 0, 1, 
1657917065.3344452, 0, 1, 
1657917065.3367627, 0, 1, 
1657917065.339088, 0, 1, 
1657917065.3415818, 0, 1, 
1657917065.3492975, 0, 1, 
1657917065.3517306, 0, 1, 
1657917065.3540761, 0, 1, 
1657917065.3567457, 0, 1, 
1657917065.3592246, 0, 1, 
1657917065.3615966, 0, 1, 
1657917065.3639553, 0, 1, 
1657917065.3663018, 0, 1, 
1657917065.3687272, 0, 1, 
1657917065.3710728, 0, 1, 
1657917065.3781142, 0, 1, 
1657917065.380992, 0, 1, 
1657917065.3836439, 0, 1, 
1657917065.3862243, 0, 1, 
1657917065.3933403, 0, 1, 
1657917065.3958983, 0, 1, 
1657917065.3983638, 0, 1, 
1657917065.4007258, 0, 1, 
1657917065.4031198, 0, 1, 
1657917065.4054809, 0, 1, 
1657917065.4128387, 0, 1, 
1657917065.415298, 0, 1, 
1657917065.4176695, 0, 1, 
1657917065.420476, 0, 1, 
1657917065.4229248, 0, 1, 
1657917065.4254615, 0, 1, 
1657917065.4280405, 0, 2, 
1657917065.4305594, 0, 1, 
1657917065.4330752, 0, 1, 
1657917065.4355912, 0, 1, 
1657917065.4436378, 0, 1, 
1657917065.4462593, 0, 1, 
1657917065.4488502, 0, 1, 
1657917065.451371, 0, 1, 
1657917065.4538813, 0, 1, 
1657917065.45639, 0, 1, 
1657917065.4589198, 0, 1, 
1657917065.46147, 0, 1, 
1657917065.463983, 0, 1, 
1657917065.4666946, 0, 1, 
1657917065.4773889, 0, 1, 
1657917065.480118, 0, 1, 
1657917065.482663, 0, 1, 
1657917065.4852145, 0, 1, 
