SystemTime, ADC 1 (Vibration), ADC 2 (Battery), 
1657914626.822122, 143, 1, 
1657914626.82512, 132, 1, 
1657914626.8274376, 122, 1, 
1657914626.8295398, 113, 1, 
1657914626.8316638, 103, 1, 
1657914626.8340087, 95, 1, 
1657914626.836126, 88, 1, 
1657914626.8384297, 81, 1, 
1657914626.840659, 75, 1, 
1657914626.8428006, 70, 1, 
1657914626.8568988, 65, 1, 
1657914626.8592088, 60, 1, 
1657914626.861329, 55, 1, 
1657914626.8634434, 51, 1, 
1657914626.8655381, 47, 1, 
1657914626.8676534, 43, 1, 
1657914626.8697748, 39, 1, 
1657914626.8718863, 38, 1, 
1657914626.8739922, 35, 1, 
1657914626.8760948, 31, 1, 
1657914626.883135, 29, 1, 
1657914626.8855307, 26, 1, 
1657914626.8912103, 24, 1, 
1657914626.8943992, 23, 1, 
1657914626.8966537, 21, 1, 
1657914626.8987772, 20, 1, 
1657914626.9008894, 20, 1, 
1657914626.9030015, 16, 1, 
1657914626.9051092, 15, 1, 
1657914626.9072678, 14, 1, 
1657914626.9144328, 13, 1, 
1657914626.9169881, 11, 1, 
1657914626.9196324, 11, 1, 
1657914626.9220033, 10, 1, 
1657914626.9243338, 9, 1, 
1657914626.9266596, 8, 1, 
1657914626.9289885, 7, 1, 
1657914626.9313319, 7, 1, 
1657914626.9336584, 6, 1, 
1657914626.936014, 5, 1, 
1657914626.9481623, 6, 1, 
1657914626.950634, 5, 1, 
1657914626.952968, 4, 1, 
1657914626.955348, 4, 1, 
1657914626.9577947, 4, 1, 
1657914626.9601235, 3, 1, 
1657914626.9624727, 3, 1, 
1657914626.9648285, 1, 1, 
1657914626.9674773, 2, 1, 
1657914626.969878, 5, 1, 
1657914626.9771986, 2, 1, 
1657914626.979665, 2, 1, 
1657914626.981997, 2, 1, 
1657914626.9843376, 1, 1, 
1657914626.986689, 1, 1, 
1657914626.9890208, 0, 1, 
1657914626.991585, 1, 1, 
1657914626.994015, 1, 1, 
1657914626.9963608, 0, 1, 
1657914626.9987395, 0, 1, 
1657914627.0061102, 0, 1, 
